wavelength,flux,model,sky
3991.168,55.1,58.61,14.95
3992.087,56.07,58.798,15.593
3993.006,64.546,58.401,15.646
3993.926,56.823,57.775,15.341
3994.846,59.133,58.533,15.331
3995.766,56.154,58.949,14.712
3996.686,56.974,58.779,13.848
3997.606,57.462,58.801,13.294
3998.527,56.689,58.61,13.323
3999.447,57.508,59.019,13.715
4000.369,57.258,59.324,13.873
4001.29,56.058,58.345,13.632
4002.211,61.4,57.527,14.069
4003.133,60.023,58.164,14.767
4004.055,56.256,58.218,14.644
4004.977,57.9,58.073,13.866
4005.899,59.337,58.689,12.697
4006.822,59.94,58.935,12.121
4007.744,59.019,58.606,12.733
4008.667,57.458,58.585,14.314
4009.59,59.084,59.073,15.754
4010.514,62.903,58.406,16.39
4011.437,60.006,58.651,16.085
4012.361,50.502,59.078,15.952
4013.285,56.336,58.803,16.47
4014.209,53.41,58.494,16.17
4015.134,55.646,59.355,15.704
4016.058,57.756,58.491,15.618
4016.983,58.634,58.667,15.611
4017.908,60.026,59.42,15.353
4018.833,58.956,59.388,15.33
4019.759,58.665,58.841,16.08
4020.685,60.07,59.448,16.924
4021.61,56.976,58.675,17.716
4022.537,57.505,58.495,17.455
4023.463,58.413,58.927,17.077
4024.389,58.3,59.451,16.452
4025.316,57.078,59.425,16.116
4026.243,58.146,58.492,16.185
4027.17,60.22,59.297,16.312
4028.098,60.42,59.437,16.368
4029.025,59.34,58.389,16.583
4029.953,57.05,57.737,15.933
4030.881,62.67,58.639,15.285
4031.809,56.065,59.729,14.313
4032.738,60.013,59.967,13.936
4033.667,59.772,59.786,13.828
4034.596,63.65,59.704,13.796
4035.525,63.194,59.764,13.904
4036.454,60.812,59.741,14.693
4037.383,64.672,59.645,16.153
4038.313,65.022,59.909,17.458
4039.243,64.648,59.731,17.361
4040.173,64.52,60.207,16.886
4041.104,64.76,61.052,16.622
4042.034,65.738,61.061,15.973
4042.965,66.886,60.281,16.884
4043.896,68.255,59.682,16.961
4044.827,66.092,59.213,16.024
4045.759,65.751,58.482,15.79
4046.691,64.367,58.569,17.552
4047.622,56.745,59.234,20.778
4048.555,62.191,57.552,22.364
4049.487,61.274,57.455,21.032
4050.419,60.748,57.716,17.981
4051.352,59.823,56.838,16.927
4052.285,60.277,56.39,16.517
4053.218,58.957,57.359,15.987
4054.152,56.095,56.921,15.379
4055.085,56.402,56.743,15.097
4056.019,58.254,56.361,15.332
4056.953,56.623,56.484,15.209
4057.887,56.199,56.618,14.473
4058.822,55.836,56.355,14.088
4059.757,55.881,56.906,14.81
4060.692,62.196,56.622,15.56
4061.627,56.197,56.283,15.749
4062.562,57.966,56.732,15.267
4063.498,58.437,56.952,14.077
4064.433,56.207,56.315,13.297
4065.369,56.787,56.504,13.567
4066.305,56.859,56.303,14.279
4067.242,57.56,56.47,14.874
4068.178,57.221,56.817,15.63
4069.115,58.087,57.014,16.301
4070.052,59.967,56.81,16.74
4070.99,57.771,56.097,15.84
4071.927,57.382,55.911,14.487
4072.865,57.582,56.038,13.549
4073.803,56.568,56.049,14.003
4074.741,54.943,55.488,15.4
4075.679,55.292,54.941,16.2
4076.618,56.103,55.806,16.102
4077.557,51.078,55.283,15.512
4078.496,53.346,55.472,15.727
4079.435,50.542,56.345,15.336
4080.374,55.281,56.484,15.218
4081.314,56.868,55.904,16.586
4082.254,52.318,56.665,17.879
4083.194,51.383,56.007,17.426
4084.134,57.458,55.386,16.387
4085.075,61.172,55.778,16.213
4086.015,57.359,56.445,16.211
4086.956,55.342,56.249,15.753
4087.898,56.267,55.496,16.299
4088.839,53.722,55.63,17.782
4089.781,54.413,56.106,17.128
4090.722,54.496,55.936,16.773
4091.664,56.197,55.923,16.457
4092.607,55.381,56.589,15.913
4093.549,57.597,56.441,15.579
4094.492,60.743,57.54,15.849
4095.435,56.55,56.871,16.026
4096.378,53.684,56.912,15.122
4097.321,56.661,57.034,14.349
4098.265,57.861,55.901,14.28
4099.208,55.302,56.461,14.219
4100.152,56.232,56.834,13.707
4101.097,55.05,55.829,12.724
4102.041,54.565,55.167,11.53
4102.986,57.556,55.532,11.142
4103.931,59.11,55.875,11.66
4104.876,57.253,55.347,12.658
4105.821,57.007,56.126,13.995
4106.766,56.311,56.237,14.768
4107.712,53.576,55.891,14.873
4108.658,58.175,55.416,14.654
4109.604,53.709,55.076,14.756
4110.551,57.533,55.612,14.697
4111.497,56.893,56.039,14.731
4112.444,56.199,56.006,14.551
4113.391,57.068,54.873,14.572
4114.338,56.254,54.313,15.209
4115.286,55.421,55.099,16.184
4116.233,55.543,54.33,16.912
4117.181,54.816,54.139,16.785
4118.13,56.07,54.479,16.211
4119.078,51.295,54.563,15.975
4120.026,53.092,54.429,15.279
4120.975,57.569,54.29,14.942
4121.924,56.606,53.854,14.718
4122.873,54.036,54.401,15.058
4123.823,56.223,54.853,15.152
4124.772,55.569,54.71,15.007
4125.722,48.763,54.474,15.714
4126.672,50.405,54.771,16.35
4127.623,53.378,55.15,15.986
4128.573,54.379,54.149,14.822
4129.524,59.074,53.952,14.449
4130.475,54.967,54.071,15.414
4131.426,55.125,54.012,15.597
4132.378,53.577,54.072,14.652
4133.329,51.718,54.28,14.187
4134.281,54.565,53.408,14.13
4135.233,57.695,53.376,13.943
4136.185,56.704,53.84,14.541
4137.138,55.999,53.89,15.553
4138.091,53.059,53.328,16.406
4139.044,53.754,52.991,16.676
4139.997,56.371,53.694,16.621
4140.95,55.139,53.421,15.875
4141.904,54.632,52.463,15.71
4142.858,52.221,51.857,15.218
4143.812,53.012,52.039,13.966
4144.766,56.891,52.359,13.144
4145.72,54.205,52.006,13.821
4146.675,47.335,51.653,14.562
4147.63,49.252,51.662,15.333
4148.585,53.512,51.848,15.776
4149.54,47.011,51.677,15.434
4150.496,51.149,50.952,15.292
4151.452,48.516,51.15,15.234
4152.408,48.124,51.208,15.187
4153.364,50.639,50.791,15.018
4154.321,50.34,50.571,15.036
4155.277,48.024,50.526,14.991
4156.234,47.212,49.585,14.634
4157.191,47.389,50.629,15.035
4158.149,46.555,50.117,15.327
4159.106,48.27,49.754,15.717
4160.064,49.73,49.613,17.238
4161.022,47.919,49.206,19.416
4161.98,48.137,50.383,19.04
4162.939,47.81,49.711,19.065
4163.897,49.067,49.268,16.199
4164.856,49.977,49.086,16.612
4165.815,49.301,49.385,17.063
4166.775,49.499,49.835,17.121
4167.734,49.358,48.713,15.938
4168.694,48.22,48.516,15.523
4169.654,49.761,48.782,16.03
4170.614,46.086,48.41,16.669
4171.574,47.808,48.146,16.166
4172.535,46.214,48.663,14.535
4173.496,48.778,48.398,13.177
4174.457,47.966,47.845,13.278
4175.418,44.838,47.884,13.984
4176.38,45.719,48.531,14.491
4177.342,46.499,48.234,14.906
4178.304,45.783,46.974,15.128
4179.266,52.007,47.819,13.983
4180.228,49.718,47.837,14.204
4181.191,47.986,47.519,14.925
4182.154,47.204,47.925,14.989
4183.117,46.317,47.941,14.464
4184.08,47.933,46.75,13.957
4185.044,48.583,46.651,13.902
4186.007,46.745,47.761,14.185
4186.971,45.982,47.023,14.058
4187.936,47.795,46.595,13.479
4188.9,49.238,46.96,13.384
4189.865,49.774,46.934,13.717
4190.83,49.667,46.854,13.98
4191.795,49.478,46.802,14.308
4192.76,44.158,46.809,14.703
4193.725,45.942,46.473,15.076
4194.691,46.239,46.222,14.914
4195.657,45.551,46.272,14.35
4196.623,44.299,45.811,13.921
4197.59,43.846,46.526,13.713
4198.556,46.55,46.952,13.205
4199.523,47.859,46.782,12.522
4200.49,48.286,46.401,12.109
4201.458,48.101,46.461,12.716
4202.425,47.421,47.362,13.194
4203.393,47.215,47.672,12.683
4204.361,46.931,47.576,12.916
4205.329,47.835,47.077,14.125
4206.298,46.649,47.123,14.766
4207.266,46.304,47.937,14.748
4208.235,47.432,47.769,14.808
4209.204,47.55,48.074,15.041
4210.174,48.61,46.918,14.989
4211.143,48.516,47.132,14.025
4212.113,46.88,48.344,13.901
4213.083,46.378,48.229,15.076
4214.053,48.016,47.574,15.418
4215.023,45.348,47.456,14.79
4215.994,45.58,47.739,13.897
4216.965,48.61,47.776,13.31
4217.936,51.125,47.858,13.353
4218.907,49.257,48.152,13.928
4219.879,48.613,47.65,14.64
4220.851,53.549,47.333,15.178
4221.823,48.771,47.868,15.849
4222.795,49.007,47.896,15.014
4223.767,49.534,47.817,14.431
4224.74,50.132,48.521,13.248
4225.713,47.225,48.706,11.974
4226.686,50.931,48.004,10.856
4227.659,50.492,47.87,10.369
4228.633,48.468,47.594,11.216
4229.607,48.311,47.382,12.891
4230.581,46.659,47.683,14.207
4231.555,47.713,47.434,14.96
4232.53,53.869,47.024,15.314
4233.504,49.508,46.699,14.693
4234.479,50.433,47.068,14.652
4235.454,49.441,47.38,14.179
4236.43,45.264,46.847,13.447
4237.405,47.443,46.575,13.177
4238.381,47.38,47.064,13.278
4239.357,46.004,46.827,13.466
4240.333,47.12,47.052,13.83
4241.31,47.328,47.668,14.336
4242.287,45.846,47.449,14.695
4243.263,46.623,46.51,14.592
4244.241,46.451,46.727,14.012
4245.218,45.956,47.667,13.801
4246.196,44.654,46.896,14.791
4247.173,44.627,46.339,15.306
4248.152,50.451,47.563,14.943
4249.13,48.45,46.601,13.913
4250.108,47.387,46.697,12.738
4251.087,47.035,46.963,12.075
4252.066,46.683,46.996,12.633
4253.045,47.686,46.807,13.963
4254.025,45.598,46.546,14.508
4255.004,43.943,46.44,13.974
4255.984,47.305,46.345,13.154
4256.964,51.084,46.242,13.509
4257.945,46.332,45.808,14.306
4258.925,45.522,45.533,14.666
4259.906,48.074,45.957,13.662
4260.887,44.074,46.353,12.457
4261.868,44.889,45.89,12.082
4262.849,47.793,46.231,12.691
4263.831,47.902,45.983,13.813
4264.813,47.618,45.562,14.465
4265.795,45.062,46.195,14.429
4266.778,45.873,46.743,14.725
4267.76,49.574,46.51,14.746
4268.743,48.083,45.291,14.204
4269.726,50.343,45.033,14.05
4270.709,48.508,45.26,13.344
4271.693,49.672,44.846,11.901
4272.676,47.676,45.304,11.061
4273.66,46.356,46.312,11.05
4274.644,45.651,46.407,11.398
4275.629,45.274,46.033,11.945
4276.613,47.875,45.765,12.861
4277.598,46.835,45.639,14.203
4278.583,45.297,45.499,15.301
4279.569,47.905,45.623,14.765
4280.554,47.519,45.701,13.811
4281.54,47.597,45.838,13.099
4282.526,46.993,45.919,13.176
4283.512,47.663,45.682,13.35
4284.499,46.314,45.292,13.754
4285.485,41.07,45.487,13.766
4286.472,42.415,45.656,13.213
4287.459,48.734,45.555,12.613
4288.447,46.928,45.201,12.618
4289.434,44.633,44.673,12.505
4290.422,45.676,44.367,11.488
4291.41,48.113,45.528,11.132
4292.398,45.847,45.378,11.643
4293.387,48.844,44.791,12.696
4294.375,46.713,44.816,13.015
4295.364,47.403,45.235,12.853
4296.353,47.898,45.17,12.604
4297.343,46.907,44.398,12.755
4298.332,45.035,43.947,12.573
4299.322,43.767,44.804,11.262
4300.312,45.852,45.002,10.085
4301.303,46.722,43.583,9.953
4302.293,45.812,43.974,9.943
4303.284,49.08,43.624,9.585
4304.275,47.515,43.914,9.65
4305.266,47.342,43.861,10.248
4306.258,41.413,43.502,10.081
4307.249,42.316,43.868,9.455
4308.241,44.11,44.599,8.973
4309.233,45.955,43.718,8.829
4310.226,46.608,44.084,8.813
4311.218,45.017,44.409,9.015
4312.211,45.952,43.978,9.794
4313.204,46.38,43.451,10.017
4314.197,44.596,43.161,11.237
4315.191,44.323,43.409,12.171
4316.184,44.753,43.679,13.995
4317.178,45.784,43.627,15.163
4318.173,47.502,43.494,15.678
4319.167,45.012,43.595,16.158
4320.162,46.417,43.649,15.932
4321.157,46.346,43.313,15.289
4322.152,43.984,43.25,14.997
4323.147,45.327,42.985,14.551
4324.143,46.785,42.957,12.759
4325.138,45.446,43.493,10.813
4326.134,46.945,43.339,10.685
4327.131,45.897,43.116,11.029
4328.127,45.324,42.899,11.878
4329.124,44.404,42.285,13.376
4330.121,43.609,42.289,13.827
4331.118,45.541,43.092,13.613
4332.115,42.679,42.42,13.57
4333.113,42.967,42.828,13.947
4334.111,44.424,43.305,14.304
4335.109,44.501,43.442,14.523
4336.107,45.751,42.81,14.564
4337.106,44.316,42.142,14.07
4338.104,46.176,43.418,12.852
4339.103,49.995,43.004,11.567
4340.103,46.003,42.594,11.012
4341.102,47.282,42.626,10.391
4342.102,43.342,42.582,9.999
4343.102,43.408,42.235,11.524
4344.102,44.258,42.208,12.348
4345.102,44.896,42.624,12.699
4346.103,44.785,43.4,13.798
4347.104,43.55,42.92,14.674
4348.105,43.661,42.09,14.55
4349.106,45.327,42.332,15.027
4350.108,44.278,42.289,15.486
4351.109,41.643,42.351,14.316
4352.111,44.853,42.225,13.235
4353.114,43.792,41.958,12.25
4354.116,46.959,41.852,12.866
4355.119,44.026,42.216,13.8
4356.122,44.055,42.877,14.169
4357.125,42.595,42.539,16.456
4358.128,43.232,41.867,22.585
4359.132,46.912,41.832,29.65
4360.136,47.287,42.338,31.681
4361.14,46.042,42.574,26.648
4362.144,46.499,42.222,19.995
4363.149,41.955,42.189,16.899
4364.153,43.982,41.711,16.112
4365.158,46.115,41.803,16.028
4366.164,46.38,42.195,15.607
4367.169,45.769,42.094,15.358
4368.175,45.403,42.074,14.939
4369.181,46.696,41.502,14.703
4370.187,43.631,41.34,14.542
4371.193,40.444,41.756,14.491
4372.2,42.795,41.978,14.491
4373.207,44.915,41.604,14.415
4374.214,43.933,41.524,13.989
4375.221,46.074,41.492,12.871
4376.229,44.025,41.537,13.357
4377.236,44.13,41.378,14.327
4378.244,40.305,41.203,14.551
4379.253,44.854,41.426,14.761
4380.261,45.513,41.942,14.46
4381.27,43.221,42.208,13.73
4382.279,44.552,42.49,13.347
4383.288,43.489,42.527,12.313
4384.297,41.774,42.766,10.863
4385.307,42.456,43.273,10.118
4386.317,43.413,42.873,10.762
4387.327,44.464,43.261,12.174
4388.337,43.701,42.679,13.065
4389.348,42.645,42.513,13.323
4390.359,43.846,43.091,13.183
4391.37,43.364,43.618,12.892
4392.381,45.071,44.144,13.157
4393.392,43.633,44.329,13.506
4394.404,43.893,45.323,13.628
4395.416,44.229,47.404,13.539
4396.428,45.938,49.39,13.49
4397.441,46.054,50.413,13.718
4398.453,49.673,51.453,14.317
4399.466,54.013,52.053,14.773
4400.479,49.994,51.55,14.37
4401.493,51.299,50.63,13.616
4402.506,50.302,48.974,13.846
4403.52,53.571,46.444,14.27
4404.534,48.291,44.814,13.693
4405.549,43.523,43.869,12.148
4406.563,42.348,42.805,12.282
4407.578,41.81,41.987,13.095
4408.593,42.139,41.562,13.714
4409.608,41.791,41.347,14.377
4410.624,41.415,41.265,14.682
4411.639,41.591,40.91,14.93
4412.655,44.236,41.481,15.311
4413.671,46.377,41.75,15.759
4414.688,41.355,41.933,15.804
4415.704,42.747,42.448,14.552
4416.721,44.175,41.704,13.598
4417.738,44.617,41.454,13.94
4418.756,41.575,42.429,15.069
4419.773,44.899,42.186,16.158
4420.791,44.339,41.178,16.278
4421.809,43.4,41.153,16.025
4422.827,41.461,41.138,15.405
4423.846,42.354,41.18,15.185
4424.865,45.002,41.448,15.072
4425.884,44.486,41.557,14.848
4426.903,43.503,41.658,14.775
4427.922,44.997,42.054,14.651
4428.942,46.283,42.3,14.724
4429.962,45.812,41.957,14.886
4430.982,47.686,42.185,14.685
4432.003,49.292,42.84,14.265
4433.023,46.947,43.383,14.332
4434.044,45.208,43.501,13.851
4435.065,45.714,43.216,13.128
4436.086,45.95,42.677,12.973
4437.108,45.349,42.414,13.656
4438.13,44.574,42.262,14.644
4439.152,45.415,41.69,15.525
4440.174,45.312,41.084,15.701
4441.197,42.483,41.819,15.01
4442.219,45.011,41.732,14.407
4443.242,45.276,41.18,13.364
4444.266,40.522,41.524,13.446
4445.289,42.617,42.05,14.35
4446.313,41.899,41.528,14.866
4447.337,39.978,41.005,15.275
4448.361,40.022,41.343,14.951
4449.385,41.792,40.817,14.617
4450.41,40.734,40.094,14.763
4451.435,41.631,40.169,14.67
4452.46,43.646,40.777,14.365
4453.485,42.809,40.528,14.327
4454.511,41.007,40.159,14.15
4455.536,40.284,40.614,13.238
4456.562,42.882,40.496,12.126
4457.589,41.337,40.034,12.302
4458.615,40.508,40.441,12.385
4459.642,39.091,41.159,12.985
4460.669,40.279,40.82,13.399
4461.696,39.446,40.761,13.062
4462.724,41.654,40.473,12.762
4463.751,41.227,40.751,13.072
4464.779,39.58,41.472,13.773
4465.808,37.124,39.749,14.388
4466.836,36.142,39.787,14.346
4467.865,40.104,39.969,13.929
4468.893,42.641,39.745,13.985
4469.923,39.036,39.237,14.176
4470.952,38.468,38.575,14.03
4471.982,40.477,38.12,13.382
4473.011,39.603,39.005,14.127
4474.041,37.72,38.656,14.772
4475.072,38.869,38.047,14.82
4476.102,38.473,37.902,14.561
4477.133,37.866,37.782,14.616
4478.164,36.635,37.425,15.041
4479.195,38.355,37.276,15.065
4480.227,38.193,36.907,14.302
4481.259,37.684,36.799,13.401
4482.29,38.893,36.842,13.154
4483.323,37.244,36.662,13.426
4484.355,37.029,36.529,13.999
4485.388,37.704,36.198,14.817
4486.421,36.794,37.511,15.208
4487.454,38.713,37.679,14.852
4488.487,35.021,37.053,15.009
4489.521,39.059,37.385,14.426
4490.555,37.203,37.046,13.699
4491.589,36.428,37.088,13.528
4492.623,38.654,37.252,14.125
4493.658,39.416,36.596,14.75
4494.693,36.869,36.588,14.756
4495.728,36.103,37.847,14.194
4496.763,37.313,37.183,14.033
4497.799,37.96,37.318,14.521
4498.834,38.955,38.037,14.584
4499.87,38.195,37.791,14.588
4500.907,39.767,37.13,15.03
4501.943,37.222,37.263,14.662
4502.98,36.714,37.473,14.493
4504.017,38.388,37.735,15.207
4505.054,37.731,37.349,15.564
4506.091,37.502,37.024,15.401
4507.129,38.954,37.587,15.234
4508.167,38.056,38.459,15.364
4509.205,36.982,37.797,15.514
4510.244,40.233,37.449,15.355
4511.282,41.776,37.798,15.299
4512.321,38.674,37.636,15.502
4513.36,37.043,37.148,15.28
4514.4,36.003,37.237,15.118
4515.439,36.696,37.54,14.937
4516.479,35.056,37.664,14.363
4517.519,37.801,37.742,14.284
4518.559,37.735,37.301,15.03
4519.6,37.3,36.493,15.025
4520.641,35.658,36.17,14.661
4521.682,37.127,36.847,14.902
4522.723,37.991,37.148,15.052
4523.765,37.871,36.89,14.833
4524.806,37.464,37.105,14.292
4525.848,37.969,37.491,14.112
4526.891,37.46,37.147,14.071
4527.933,36.221,36.581,13.776
4528.976,36.88,36.774,13.682
4530.019,36.565,36.632,13.791
4531.062,37.096,36.648,13.373
4532.105,37.188,37,13.549
4533.149,38.552,37.368,13.97
4534.193,34.422,37.802,13.829
4535.237,39.359,38.232,13.489
4536.282,36.103,37.61,13.039
4537.326,37.121,37.855,13.221
4538.371,39.824,38.405,14.382
4539.416,37.728,38.078,15.292
4540.462,35.587,38.611,15.202
4541.507,38.478,38.305,14.257
4542.553,40.54,38.011,13.794
4543.599,39.271,38.387,14.477
4544.645,39.07,39.096,15.352
4545.692,36.717,39.33,15.186
4546.739,37.151,38.987,14.486
4547.786,38.604,39.441,14.315
4548.833,38.359,38.587,14.164
4549.881,36.69,38.782,13.757
4550.928,37.98,39.649,13.97
4551.976,36.041,39.325,13.857
4553.025,38.271,39.152,13.884
4554.073,37.627,39.699,13.686
4555.122,34.177,40.022,13.622
4556.171,35.464,39.979,13.778
4557.22,37.051,40.183,13.915
4558.27,37.665,40.924,14.431
4559.319,39.289,41.384,14.815
4560.369,38.579,41.412,14.656
4561.419,38.668,41.813,14.741
4562.47,42.13,43.1,14.815
4563.52,41.194,44.127,14.69
4564.571,42.59,44.11,14.489
4565.623,42.377,44.38,14.254
4566.674,42.816,43.215,13.881
4567.726,44.735,42.484,14.495
4568.777,39.091,41.682,15.062
4569.83,38.953,40.654,14.874
4570.882,36.982,39.935,14.419
4571.935,38.516,39.451,14.34
4572.987,38.704,38.856,14.763
4574.04,39.635,38.71,14.801
4575.094,38.948,39.028,15.1
4576.147,35.95,38.79,15.256
4577.201,38.383,37.694,14.552
4578.255,38.461,37.429,14.165
4579.31,37.048,37.403,14.83
4580.364,38.505,38.3,14.413
4581.419,38.003,38.178,13.672
4582.474,41.246,37.184,13.166
4583.529,42.057,37.072,13.256
4584.585,39.678,37.835,13.52
4585.64,36.836,37.692,13.253
4586.696,39.215,37.958,13.423
4587.753,40.158,37.431,13.596
4588.809,41.503,37.025,13.963
4589.866,40.802,37.803,13.927
4590.923,40.511,37.483,14.156
4591.98,40.317,37.158,14.022
4593.038,39.387,37.438,13.457
4594.095,38.68,37.15,13.224
4595.153,38.485,36.699,13.538
