wavelength,flux,model,sky
3978.323,129.47,127.812,10.569
3979.239,122.45,125.901,11.301
3980.155,126.222,125.399,12.115
3981.072,135.383,125.954,12.543
3981.988,127.794,126.997,12.8
3982.905,124.489,128.667,12.517
3983.823,129.431,127.34,11.661
3984.74,122.483,125.946,11.579
3985.658,133.513,126.252,11.586
3986.576,125.996,126.195,11.455
3987.494,119.582,125.664,11.93
3988.412,132.773,126.534,11.078
3989.33,126.679,126.865,11.143
3990.249,124.919,127.333,12.841
3991.168,129.384,126.947,13.247
3992.087,120.499,126.182,13.631
3993.006,126.337,125.346,13.392
3993.926,124.895,124.314,12.883
3994.846,131.112,124.224,12.807
3995.766,130.887,124.98,12.724
3996.686,125.21,125.674,12.355
3997.606,125.645,125.12,12.253
3998.527,129.764,124.164,13.121
3999.447,133.161,124.648,14.039
4000.369,129.17,125.12,13.845
4001.29,125.893,124.328,13.177
4002.211,130.655,125.624,13.439
4003.133,121.243,125.437,14.673
4004.055,132.938,124.298,15.349
4004.977,132.135,125.973,14.373
4005.899,131.162,124.125,13.062
4006.822,130.566,124.059,13.068
4007.744,136.388,124.601,14.286
4008.667,129.906,124.705,15.375
4009.59,127.666,123.784,16.321
4010.514,131.487,122.367,16.772
4011.437,126.704,123.369,16.358
4012.361,130.275,123.385,15.727
4013.285,132.917,123.69,15.29
4014.209,122.821,124.542,14.4
4015.134,120.355,124.693,14.248
4016.058,129.28,124.046,14.673
4016.983,127.757,125.821,14.014
4017.908,126.179,125.265,13.998
4018.833,125.854,125.301,14.687
4019.759,123.73,124.684,15.843
4020.685,123.741,123.149,16.467
4021.61,124.754,123.373,16.34
4022.537,123.657,125.161,15.56
4023.463,128.003,124.163,15.025
4024.389,129.572,121.745,15.563
4025.316,122.369,121.657,16.421
4026.243,127.827,122.932,16.179
4027.17,125.426,122.173,16.247
4028.098,128.216,122.888,17.018
4029.025,124.95,121.839,16.822
4029.953,118.301,121.598,15.564
4030.881,123.804,122.976,13.793
4031.809,122.543,123.307,12.918
4032.738,123.159,121.174,12.997
4033.667,127.761,122.575,12.84
4034.596,126.039,122.557,12.953
4035.525,118.575,120.386,13.222
4036.454,123.408,120.588,13.845
4037.383,121.052,122.171,14.564
4038.313,122.418,120.578,15.298
4039.243,123.681,121.133,15.248
4040.173,121.398,121.95,15.261
4041.104,126.401,121.663,15.233
4042.034,125.616,120.599,15.555
4042.965,121.325,120.235,16.134
4043.896,121.555,121.054,16.453
4044.827,123.388,120.257,16.126
4045.759,120.52,119.878,18.379
4046.691,119.17,120.353,24.59
4047.622,119.137,120.601,30.373
4048.555,121.454,120.524,30.342
4049.487,121.9,120.661,25.311
4050.419,118.649,119.557,19.325
4051.352,117.645,117.936,17.505
4052.285,119.785,119.341,17.289
4053.218,124.614,120.206,15.745
4054.152,112.153,119.321,14.835
4055.085,118.688,119.619,15.025
4056.019,128.567,119.456,14.894
4056.953,119.272,118.998,14.252
4057.887,117.826,119.015,13.911
4058.822,120.326,119.363,13.69
4059.757,119.615,118.903,14.129
4060.692,119.584,117.491,14.768
4061.627,117.455,118.189,14.894
4062.562,126.561,118.22,14.395
4063.498,125.886,116.382,13.936
4064.433,120.299,115.323,14.387
4065.369,118.014,115.734,14.663
4066.305,118.556,115.736,14.289
4067.242,121.218,115.893,14.233
4068.178,122.432,114.819,14.977
4069.115,121.302,115.462,15.422
4070.052,123.1,115.755,15.003
4070.99,123.759,114.766,14.609
4071.927,116.999,114.718,14.663
4072.865,119.69,115.471,14.31
4073.803,122.574,115.143,13.645
4074.741,115.503,114.297,14.2
4075.679,118.037,114.319,14.896
4076.618,114.135,113.895,15.164
4077.557,118.309,112.304,15.062
4078.496,116.076,115.24,14.922
4079.435,112.93,112.549,15.085
4080.374,115.521,112.901,15.245
4081.314,114.976,113.341,16.219
4082.254,114.281,112.599,16.856
4083.194,115.543,114.388,16.363
4084.134,116.98,113.408,15.185
4085.075,121.536,112.733,14.231
4086.015,112.907,112,14.19
4086.956,117.483,112.558,14.536
4087.898,122.22,113.174,14.874
4088.839,119.206,111.752,15.407
4089.781,114.669,112.757,15.875
4090.722,111.305,112.377,15.395
4091.664,113.141,112.521,14.398
4092.607,122.234,112.801,13.942
4093.549,120.744,112.535,14.445
4094.492,121.14,112.221,14.327
4095.435,121.438,111.95,13.922
4096.378,124.853,111.695,13.583
4097.321,121.7,111.963,13.113
4098.265,120.292,111.378,12.827
4099.208,115.706,110.257,12.962
4100.152,119.316,110.937,13.13
4101.097,122.807,112.907,12.598
4102.041,112.295,111.322,11.664
4102.986,112.264,110.197,11.25
4103.931,115.288,110.659,10.722
4104.876,121.721,110.931,10.208
4105.821,118.032,110.259,11.152
4106.766,115.758,111.621,12.762
4107.712,117.883,110.394,13.568
4108.658,128.007,110.258,13.628
4109.604,120.988,110.503,13.346
4110.551,113.53,109.806,13.631
4111.497,117.794,109.137,13.76
4112.444,114.746,109.349,13.638
4113.391,109.516,109.197,14.208
4114.338,124.016,108.532,14.681
4115.286,113.891,108.723,14.453
4116.233,121.87,109.206,14.627
4117.181,117.029,108.601,14.912
4118.13,118.889,109.343,14.452
4119.078,118.16,108.487,13.523
4120.026,117.272,107.991,13.083
4120.975,117.052,108.543,13.332
4121.924,114.703,109.767,13.7
4122.873,114.535,110.727,14.002
4123.823,118.393,109.988,14.426
4124.772,114.004,110.176,14.588
4125.722,105.668,108.959,14.44
4126.672,115.751,108.877,14.658
4127.623,108.772,110.836,14.718
4128.573,108.809,111.99,14.36
4129.524,118.549,111.624,14.051
4130.475,116.161,109.883,14.184
4131.426,115.364,110.535,14.356
4132.378,115.208,111.647,13.677
4133.329,113.881,111.241,12.937
4134.281,119.856,110.41,13.154
4135.233,113.304,110.399,14.091
4136.185,120.375,110.415,14.647
4137.138,117.574,110.454,14.711
4138.091,109.686,110.915,14.592
4139.044,117.721,110.77,14.741
4139.997,116.971,109.321,14.64
4140.95,111.51,109.889,14.809
4141.904,116.008,109.419,15.161
4142.858,119.134,110.368,14.8
4143.812,112.913,110.927,13.266
4144.766,111.499,111.119,11.98
4145.72,114.769,112.7,12.011
4146.675,115.39,111.409,13.547
4147.63,115.685,110.386,14.672
4148.585,116.488,109.612,13.713
4149.54,117.892,109.44,12.921
4150.496,119.699,110.078,13.322
4151.452,119.051,110.787,13.669
4152.408,115.039,110.307,13.449
4153.364,114.565,108.526,13.535
4154.321,116.814,109.413,14.34
4155.277,114.154,109.128,14.538
4156.234,109.172,107.254,13.586
4157.191,110.461,107.894,13.22
4158.149,110.208,107.729,13.595
4159.106,114.131,108.462,14.055
4160.064,112.745,109.433,13.946
4161.022,111.537,108.755,13.888
4161.98,115.924,107.497,14.055
4162.939,118.062,108.256,14.515
4163.897,116.472,108.768,15.187
4164.856,114.321,108.854,15.579
4165.815,114.724,108.373,15.386
4166.775,117.143,109.199,15.022
4167.734,116.685,109.975,14.802
4168.694,112.805,108.13,14.589
4169.654,110.615,108.472,15.117
4170.614,114.878,109.51,15.625
4171.574,112.435,109.641,15.121
4172.535,115.262,108.935,14.498
4173.496,116.559,108.181,14.218
4174.457,110.225,107.789,14.156
4175.418,110.825,107.169,14.041
4176.38,110.632,106.414,13.838
4177.342,105.98,106.42,13.839
4178.304,116.483,107.055,13.964
4179.266,107.829,107.269,14.114
4180.228,107.664,106.716,14.42
4181.191,115.19,107.331,14.216
4182.154,113.287,106.868,13.512
4183.117,117.361,106.638,13.025
4184.08,106.104,107.044,12.658
4185.044,110.922,107.348,12.949
4186.007,113.101,107.226,13.387
4186.971,109.726,107.591,13.375
4187.936,108.659,104.398,12.617
4188.9,107.871,106.552,11.891
4189.865,114.968,107.576,12.083
4190.83,110.458,105.118,12.656
4191.795,109.464,105.934,13.063
4192.76,111.6,107.035,13.133
4193.725,111.881,107.774,13.511
4194.691,112.074,107.905,13.734
4195.657,110.646,107.666,13.356
4196.623,109.501,107.053,12.612
4197.59,114.025,106.475,12.112
4198.556,115.738,107.563,12.167
4199.523,110.76,106.238,11.981
4200.49,112.723,106.001,11.531
4201.458,113.979,107.272,11.363
4202.425,109.925,107.911,11.304
4203.393,110.737,106.644,11.205
4204.361,118.535,105.758,11.584
4205.329,112.34,105.712,12.611
4206.298,109.186,106.638,13.461
4207.266,113.581,106.909,13.701
4208.235,109.435,105.703,14.382
4209.204,112.437,104.614,14.854
4210.174,116.302,106.127,14.072
4211.143,108.533,106.696,13.209
4212.113,107.792,105.174,13.383
4213.083,108.113,103.671,14.438
4214.053,111.522,104.361,14.178
4215.023,113.081,106.26,13.643
4215.994,108.764,104.697,13.387
4216.965,105.265,104.111,12.947
4217.936,115.044,105.647,12.75
4218.907,110.088,104.41,12.886
4219.879,111.026,102.321,13.4
4220.851,108.271,105.067,13.966
4221.823,104.249,104.393,13.756
4222.795,109.959,104.498,13.516
4223.767,104.262,104.334,12.964
4224.74,111.272,103.291,12.65
4225.713,106.151,102.632,11.761
4226.686,117.044,103.491,10.638
4227.659,107.915,103.713,10.036
4228.633,114.579,103.379,10.153
4229.607,113.937,103.169,11.39
4230.581,110.051,103.164,12.905
4231.555,109.974,103.192,13.698
4232.53,111.28,103.158,13.791
4233.504,112.407,103.248,13.253
4234.479,112.892,104.389,12.695
4235.454,110.542,102.578,12.365
4236.43,109.164,101.203,12.081
4237.405,114.501,102.285,11.758
4238.381,112.301,102.849,11.936
4239.357,108.042,101.806,12.754
4240.333,114.926,102.552,12.712
4241.31,110.193,102.777,11.838
4242.287,112.016,102.012,12.042
4243.263,111.049,101.702,13.215
4244.241,110.603,102.605,13.067
4245.218,111.262,102.473,12.995
4246.196,109.398,101.876,14.01
4247.173,112.018,102.198,15.344
4248.152,111.233,102.616,15.015
4249.13,119.441,102.196,13.588
4250.108,110.748,101.445,12.816
4251.087,104.794,101.733,12.609
4252.066,106.039,102.26,12.703
4253.045,110.784,102.299,12.615
4254.025,109.483,101.626,12.402
4255.004,109.484,100.937,12.37
4255.984,110.681,101.268,12.459
4256.964,109.409,102.012,12.915
4257.945,108.867,100.67,13.489
4258.925,110.749,101.336,13.421
4259.906,110.98,101.487,12.374
4260.887,111.331,100.208,11.192
4261.868,112.574,100.279,10.917
4262.849,110.846,100.214,12.106
4263.831,109.393,101.41,12.729
4264.813,104.551,100.862,12.97
4265.795,103.814,99.841,13.33
4266.778,106.839,99.986,13.392
4267.76,108.592,100.871,13.2
4268.743,107.601,101.593,13.139
4269.726,106.709,99.202,13.134
4270.709,107.783,99.202,12.315
4271.693,107.919,99.813,11.038
4272.676,106.08,99.64,10.395
4273.66,109.494,100.387,10.597
4274.644,106.647,100.146,11.503
4275.629,105.866,100.106,11.796
4276.613,106.695,99.762,11.676
4277.598,105.764,100.282,12.708
4278.583,103.943,100.552,13.954
4279.569,106.828,98.874,13.305
4280.554,106.997,99.656,11.776
4281.54,106.329,99.086,11.393
4282.526,108.901,99.416,12.491
4283.512,109.278,99.344,13.284
4284.499,110.387,99.114,12.943
4285.485,106.395,100.319,12.539
4286.472,114.106,98.751,12.133
4287.459,107.096,97.171,11.51
4288.447,105.882,97.944,11.543
4289.434,100.757,98.407,11.486
4290.422,102.048,97.884,11.312
4291.41,106.022,98.407,11.185
4292.398,105.005,98.054,11.578
4293.387,107.766,98.265,12.394
4294.375,109.05,97.612,12.568
4295.364,106.719,97.176,12.169
4296.353,111.776,97.595,11.847
4297.343,106.049,98.184,11.647
4298.332,107.946,99.432,11.417
4299.322,105.309,99.049,10.951
4300.312,101.218,99.754,10.459
4301.303,104.645,100.13,9.763
4302.293,103.741,99.289,9.392
4303.284,102.49,99.17,9.3
4304.275,104.877,100.36,9.422
4305.266,104.602,99.458,9.559
4306.258,103.986,99.837,9.546
4307.249,108.383,100.662,9.458
4308.241,110.151,101.397,9.228
4309.233,105.314,103.112,9.015
4310.226,105.396,104.049,8.92
4311.218,105.103,107.277,9.157
4312.211,123.182,111.162,10.095
4313.204,124.257,115.021,11.385
4314.197,131.427,117.833,12.1
4315.191,134.223,118.819,12.895
4316.184,127.027,120.342,13.732
4317.178,127.259,118.8,14.626
4318.173,121.434,115.177,14.606
4319.167,113.152,110.817,14.372
4320.162,111.182,106.702,15.143
4321.157,102.979,103.496,15.928
4322.152,100.356,100.944,15.294
4323.147,100.487,98.281,13.738
4324.143,102.417,96.221,12.519
4325.138,98.575,96.41,11.881
4326.134,97.835,96.899,11.025
4327.131,97.655,94.802,10.386
4328.127,99.918,95.008,11.307
4329.124,98.253,96.44,12.891
4330.121,102.738,95.811,13.845
4331.118,103.464,95.325,13.591
4332.115,99.441,96.139,13.055
4333.113,99.179,96.156,13.056
4334.111,99.576,95.419,13.155
4335.109,103.188,96.014,13.185
4336.107,105.152,95.709,12.996
4337.106,104.953,95.355,12.97
4338.104,98.961,94.992,12.248
4339.103,98.929,93.386,11.363
4340.103,101.619,92.991,10.777
4341.102,99.164,94.054,10.989
4342.102,100.297,95.346,11.414
4343.102,103.63,95.375,11.681
4344.102,100.577,94.774,12.2
4345.102,100.288,95.42,12.602
4346.103,104.828,96.298,12.708
4347.104,102.828,96.758,13.749
4348.105,101.44,98.035,15.083
4349.106,103.967,98.151,15.203
4350.108,103.718,96.865,15.342
4351.109,97.688,96.371,14.953
4352.111,96.118,95.93,13.044
4353.114,102.66,95.965,12.547
4354.116,99.304,95.242,13.005
4355.119,96.686,94.142,12.786
4356.122,96.352,94.056,13.506
4357.125,101.286,95.149,19.136
4358.128,103.158,94.598,33.056
4359.132,97.681,93.953,48.571
4360.136,97.708,93.928,51.441
4361.14,103.633,93.737,38.587
4362.144,97.799,93.229,24.226
4363.149,95.413,93.05,18.709
4364.153,94.949,92.573,16.326
4365.158,93.486,91.611,15.239
4366.164,97.907,91.001,15.142
4367.169,98.571,91.272,14.754
4368.175,94.023,91.933,14.953
4369.181,92.412,92.019,15.114
4370.187,95.811,91.729,14.604
4371.193,91.782,91.608,13.996
4372.2,90.676,91.382,13.667
4373.207,95.611,91.739,13.055
4374.214,92.198,91.97,13.352
4375.221,93.907,91.205,13.845
4376.229,93.361,92.591,13.968
4377.236,93.661,93.046,13.803
4378.244,95.008,92.098,13.691
4379.253,95.13,91.873,14.489
4380.261,91.331,92.297,14.518
4381.27,95.648,91.831,13.731
4382.279,93.712,92.883,12.904
4383.288,95.44,92.106,11.896
4384.297,93.947,90.958,10.485
4385.307,90.184,89.588,10.003
4386.317,89.686,88.279,10.771
4387.327,88.399,88.215,11.762
4388.337,88.86,89.135,12.428
4389.348,91.035,89.017,12.72
4390.359,89.076,87.698,12.785
4391.37,90.721,87.769,12.477
4392.381,90.728,88.664,12.362
4393.392,95.402,87.572,12.713
4394.404,93.337,87.283,12.49
4395.416,91.393,86.814,12.109
4396.428,92.423,86.982,12.232
4397.441,89.263,87.17,12.579
4398.453,90.44,86.703,12.794
4399.466,89.515,85.915,12.861
4400.479,88.265,85.665,13.426
4401.493,90.263,86.754,13.592
4402.506,86.066,86.916,13.702
4403.52,94.467,87.121,13.976
4404.534,95.575,87.987,13.789
4405.549,85.162,88.444,13.022
4406.563,88.438,88.633,12.632
4407.578,87.405,87.237,13.098
4408.593,90.776,87.272,14.042
4409.608,87.296,88.081,14.09
4410.624,86.245,87.847,14.035
4411.639,85.258,86.898,14.499
4412.655,86.807,87.946,15.201
4413.671,90.713,88.42,15.676
4414.688,87.725,88.487,15.494
4415.704,84.664,88.498,14.463
4416.721,90.911,88.344,13.547
4417.738,89.26,87.962,14.185
4418.756,89.397,87.914,14.724
4419.773,89.769,87.57,14.537
4420.791,90.748,87.212,14.596
4421.809,86.321,87.301,15.134
4422.827,86.559,87.59,14.877
4423.846,86.055,87.49,13.5
4424.865,87.27,87.515,13.318
4425.884,83.734,87.962,13.629
4426.903,85.469,86.158,13.911
4427.922,89.133,85.42,14.034
4428.942,86.752,86.747,14.163
4429.962,85.012,86.788,14.145
4430.982,88.61,86.041,13.506
4432.003,91.007,86.073,13.319
4433.023,85.39,86.355,13.947
4434.044,86.281,85.613,14.128
4435.065,90.441,85.17,13.424
4436.086,83.762,86.658,12.497
4437.108,88.755,85.864,12.673
4438.13,86.007,86.286,13.545
4439.152,89.278,87.576,14.276
4440.174,84.783,87.275,14.897
4441.197,86.274,85.583,14.719
4442.219,86.445,85.074,13.744
4443.242,85.79,85.203,13.006
4444.266,89.65,85.286,12.336
4445.289,89.858,85.168,12.527
4446.313,88.839,85.197,13.819
4447.337,85.371,85.791,14.485
4448.361,86.378,86.75,13.809
4449.385,88.906,86.854,13.388
4450.41,82.398,86.909,13.611
4451.435,85.283,87.362,13.899
4452.46,88.713,87.748,13.803
4453.485,91.165,87.974,13.665
4454.511,89.311,88.219,12.748
4455.536,85.892,87.558,11.104
4456.562,83.115,86.752,10.82
4457.589,83.302,87.905,11.498
4458.615,84.952,88.723,11.848
4459.642,86.705,87.834,12.221
4460.669,85.789,87.235,12.571
4461.696,81.627,88.372,12.573
4462.724,86.022,87.733,12.218
4463.751,85.778,87.489,12.416
4464.779,85.071,88.269,12.968
4465.808,81.849,88.63,13.072
4466.836,85.948,87.981,13.542
4467.865,84.861,89.384,13.624
4468.893,83.311,89.59,13.065
4469.923,82.614,91.085,12.702
4470.952,86.811,93.221,12.69
4471.982,87.025,93.729,12.967
4473.011,86.196,92.627,13.493
4474.041,96.781,94.348,13.628
4475.072,105.715,98.275,13.512
4476.102,104.212,100.014,14.446
4477.133,113.27,101.123,14.86
4478.164,121.047,102.528,14.084
4479.195,113.562,102.168,13.465
4480.227,106.118,100.582,13.328
4481.259,100.231,98.608,12.943
4482.29,94.889,96.33,12.462
4483.323,87.352,94.086,12.377
4484.355,91.131,92.187,13.08
4485.388,85.12,90.58,13.841
4486.421,85.64,88.965,14.337
4487.454,86.454,87.972,14.586
4488.487,84.189,88.841,14.461
4489.521,82.927,88.488,13.738
4490.555,84.175,86.486,13.236
4491.589,84.897,85.981,13.801
4492.623,81.641,86.216,14.468
4493.658,86.294,87.643,13.842
4494.693,88.966,86.679,14.537
4495.728,89.727,85.555,15.084
4496.763,88.384,86.173,13.876
4497.799,94.378,86.794,13.77
4498.834,92.928,86.212,14.609
4499.87,93.42,87.153,14.245
4500.907,98.548,87.515,13.921
4501.943,95.324,87.761,14.059
4502.98,93.479,88.055,13.893
4504.017,90.883,87.383,13.974
4505.054,88.222,87.041,14.453
4506.091,87.32,87.337,15.049
4507.129,85.619,86.367,15.065
4508.167,84.909,85.284,14.486
4509.205,84.005,84.583,14.476
4510.244,84.279,83.642,14.398
4511.282,87.614,84.311,13.922
4512.321,85.287,83.064,14.283
4513.36,80.09,84.184,14.686
4514.4,86.009,84.811,13.839
4515.439,81.923,83.411,13.461
4516.479,82.436,83.204,13.326
4517.519,83.212,84.043,13.532
4518.559,80.174,82.35,13.771
4519.6,78.11,82.347,13.713
4520.641,79.559,82.421,13.97
4521.682,77.391,81.17,14.077
4522.723,78.637,80.755,14.035
4523.765,84.564,81.896,14.113
4524.806,80.258,82.381,14.319
4525.848,76.119,82.728,14.003
4526.891,75.909,81.942,13.862
4527.933,79.896,80.778,13.283
4528.976,74.689,81.597,12.852
4530.019,79.424,82.615,12.894
4531.062,80.289,80.38,12.927
4532.105,77.84,80.884,13.293
4533.149,75.91,81.712,13.737
4534.193,78.691,81.026,13.446
4535.237,78.462,81.123,12.84
4536.282,77.395,80.643,13.086
4537.326,76.082,81.478,13.546
4538.371,75.309,79.551,13.882
4539.416,77.038,78.54,14.352
4540.462,76.198,79.904,14.779
4541.507,74.209,80.051,14.339
4542.553,78.063,80.036,14.242
4543.599,75.077,79.163,14.838
4544.645,73.361,79.324,14.573
4545.692,75.789,79.017,14.423
4546.739,73.198,78.453,14.315
4547.786,72.394,79.345,14.286
4548.833,74.781,78.111,13.727
4549.881,75.853,76.663,13.088
4550.928,76.543,76.628,13.17
4551.976,71.811,76.223,13.378
4553.025,70.176,75.511,13.788
4554.073,74.207,76.212,13.489
4555.122,73.711,75.561,13.039
4556.171,73.688,75.737,13.106
4557.22,73.271,76.847,13.168
4558.27,69.426,76.493,12.992
4559.319,71.531,75.618,13.613
4560.369,72.204,77.022,14.215
4561.419,74.564,77.032,14.103
4562.47,75.352,78.42,14.405
4563.52,72.73,78.73,14.777
4564.571,70.343,77.812,14.364
4565.623,74.482,77.76,13.307
4566.674,76.814,79.261,13.06
4567.726,75.33,78.448,13.466
4568.777,70.98,79.128,13.505
4569.83,73.852,79.613,13.535
4570.882,74.207,78.919,13.458
4571.935,74.551,78.698,13.789
4572.987,76.8,80.279,13.86
4574.04,75.648,79.879,13.524
4575.094,74.959,80.036,13.858
4576.147,75.836,80.827,14.766
4577.201,73.576,81.094,14.683
4578.255,76.673,80.577,14.346
4579.31,80.35,80.307,13.97
4580.364,81.38,80.809,12.713
4581.419,77.008,80.11,13.001
4582.474,78.428,80.458,13.157
4583.529,76.228,81.191,12.512
4584.585,82.252,81.345,12.66
4585.64,77.409,81.513,12.997
4586.696,78.642,81.932,13.055
4587.753,80.646,80.79,13.559
4588.809,82.494,80.338,13.83
4589.866,86.082,81.302,13.724
4590.923,86.196,82.411,13.727
4591.98,89.507,82.54,13.367
4593.038,90.687,83.383,13.326
4594.095,87.298,83.992,14.02
4595.153,87.679,82.917,13.427
4596.211,84.784,81.196,12.484
4597.27,82.776,80.153,12.684
4598.329,80.654,79.635,12.872
4599.387,76.356,78.56,12.897
4600.447,78.655,79.25,13.041
