wavelength,flux,model,sky
4067.242,44.475,40.04,9.17
4068.178,47.215,41.026,8.472
4069.115,42.297,41.563,8.6
4070.052,43.509,41.504,8.848
4070.99,42.264,41.502,8.637
4071.927,40.473,41.794,8.205
4072.865,43.314,41.036,8.067
4073.803,42.904,41.028,7.664
4074.741,42.221,40.931,6.912
4075.679,44.42,39.119,7.692
4076.618,47.935,40.761,9.766
4077.557,47.622,41.843,11.089
4078.496,42.943,42.55,11.16
4079.435,43.175,41.901,10.628
4080.374,44.737,41.377,10.051
4081.314,45.716,43.691,9.694
4082.254,47.461,46.057,9.36
4083.194,50.586,46.536,8.984
4084.134,57.5,46.786,8.992
4085.075,64.272,47.802,8.711
4086.015,67.806,47.983,8.56
4086.956,67.291,46.043,8.875
4087.898,71.115,45.625,8.578
4088.839,70.715,43.823,7.952
4089.781,64.492,41.396,7.614
4090.722,54.569,39.95,7.501
4091.664,48.299,39.2,7.335
4092.607,47.933,38.176,7.203
4093.549,42.762,38.521,7.19
4094.492,36.144,38.648,7.328
4095.435,42.201,38.436,7.01
4096.378,41.145,38.102,6.403
4097.321,41.072,38.61,6.106
4098.265,38.284,39.936,6.667
4099.208,43.9,39.068,7.274
4100.152,45.162,40.594,7.207
4101.097,41.341,40.755,6.635
4102.041,41.65,39.521,6.22
4102.986,41.268,39.363,6.246
4103.931,40.031,40.409,6.599
4104.876,42.009,38.125,6.909
4105.821,41.983,38.005,6.579
4106.766,39.719,37.986,6.065
4107.712,43.798,37.651,5.923
4108.658,45.959,37.833,6.341
4109.604,46.414,38.714,6.868
4110.551,43.884,39.268,6.794
4111.497,41.995,39.488,6.178
4112.444,44.961,40.25,5.798
4113.391,42.916,40.03,6.024
4114.338,42.393,39.188,6.296
4115.286,47.184,40.309,6.435
4116.233,45.432,42.929,6.5
4117.181,42.467,42.124,6.303
4118.13,41.664,41.653,5.89
4119.078,44.592,41.1,5.488
4120.026,45.212,40.122,5.672
4120.975,44.61,39.994,6.259
4121.924,44.24,39.52,6.826
4122.873,39.032,38.087,7.147
4123.823,39.86,38.892,7.29
4124.772,47.384,39.795,7.007
4125.722,42.473,39.28,6.497
4126.672,38.635,39.157,6.653
4127.623,44.063,40.518,7.245
4128.573,45.004,39.613,7.627
4129.524,38.587,39.582,7.489
4130.475,35.876,39.939,7.075
4131.426,39.929,39.16,6.793
4132.378,42.075,37.688,7.14
4133.329,39.344,37.696,7.774
4134.281,38.892,38.516,7.81
4135.233,37.233,39.104,7.567
4136.185,40.766,38.556,7.375
4137.138,39.041,38.123,7.48
4138.091,41.901,38.999,7.399
4139.044,36.968,37.951,7.46
4139.997,34.354,38.28,7.56
4140.95,39.766,39.264,7.39
4141.904,40.153,39.867,6.799
4142.858,37.796,39.897,6.161
4143.812,39.841,39.524,5.48
4144.766,37.831,38.912,5.389
4145.72,41.548,41.067,6.388
4146.675,42.6,39.874,6.555
4147.63,41.626,38.726,6.295
4148.585,41.188,39.588,6.077
4149.54,38.439,39.421,6.066
4150.496,38.816,38.448,6.161
4151.452,39.866,37.097,6.124
4152.408,35.505,36.085,6.044
4153.364,35.649,36.806,6.411
4154.321,38.367,37.776,6.813
4155.277,39.629,36.615,7.236
4156.234,36.396,36.302,7.778
4157.191,37.742,36.342,7.837
4158.149,36.924,36.068,7.562
4159.106,36.664,35.63,7.48
4160.064,37.303,35.141,7.687
4161.022,36.441,34.653,7.866
4161.98,34.311,34.771,7.9
4162.939,34.345,34.649,7.967
4163.897,38.189,34.267,8.602
4164.856,39.212,33.588,10.751
4165.815,32.686,34.424,11.366
4166.775,33.639,37.206,10.962
4167.734,35.041,35.968,9.048
4168.694,33.678,36.43,9.008
4169.654,32.373,36.301,9.24
4170.614,31.839,35.888,9.163
4171.574,32.801,36.15,8.758
4172.535,33.981,36.267,8.284
4173.496,33.678,35.044,7.92
4174.457,35.743,36.863,7.681
4175.418,32.775,36.206,7.273
4176.38,34.914,35.735,6.953
4177.342,35.753,37.497,7.011
4178.304,35.515,38.402,7.65
4179.266,35.892,36.402,8.12
4180.228,36.473,36.022,7.893
4181.191,36.04,36.632,7.37
4182.154,36.903,36.816,7.02
4183.117,38.435,35.992,6.751
4184.08,36.859,34.856,6.454
4185.044,39.049,35.343,6.532
4186.007,37.201,37.867,6.792
4186.971,36.346,37.581,6.545
4187.936,36.655,36.385,6.231
4188.9,34.076,36.316,6.368
4189.865,36.366,36.262,6.546
4190.83,39.25,35.583,6.459
4191.795,39.433,35.482,6.32
4192.76,38.085,35.745,6.379
4193.725,37.508,36.282,6.475
4194.691,38.318,36.545,6.442
4195.657,35.047,35.713,6.197
4196.623,39.292,34.252,5.917
4197.59,37.127,33.866,5.758
4198.556,35.355,34.054,5.732
4199.523,36.274,34.719,5.794
4200.49,38.009,34.946,6.029
4201.458,39.408,34.381,6.062
4202.425,38.541,35.916,5.728
4203.393,37.379,35.549,5.412
4204.361,39.344,34.101,5.442
4205.329,39.931,33.514,5.641
4206.298,36.402,34.099,6.061
4207.266,37.412,34.69,6.487
4208.235,36.928,34.921,6.62
4209.204,34.244,35.418,6.747
4210.174,34.327,36.07,6.778
4211.143,35.652,36.579,6.691
4212.113,35.302,36.362,6.512
4213.083,36.435,35.685,6.317
4214.053,37.846,36.741,6.315
4215.023,36.865,36.664,6.298
4215.994,38.154,37.526,6.194
4216.965,36.288,37.752,6.157
4217.936,35.722,36.607,6.139
4218.907,36.934,36.203,5.914
4219.879,34.879,37.681,5.689
4220.851,36.822,37.868,5.583
4221.823,37.818,37.606,5.695
4222.795,35.835,37.615,5.837
4223.767,35.804,37.015,5.845
4224.74,37.218,35.744,5.785
4225.713,37.161,37.412,5.736
4226.686,38.455,37.425,5.561
4227.659,38.86,35.959,5.292
4228.633,38.09,36.264,5.256
4229.607,36.708,37.913,5.628
4230.581,41.655,37.693,5.886
4231.555,37.36,37.311,6.056
4232.53,36.991,38.777,6.185
4233.504,39.541,38.818,6.119
4234.479,40.723,38.035,5.95
4235.454,41.768,38.054,5.87
4236.43,43.81,39.12,5.849
4237.405,46.853,40.377,5.736
4238.381,48.476,40.092,5.454
4239.357,47.743,40.705,5.464
4240.333,48.959,39.823,5.694
4241.31,46.869,37.909,5.847
4242.287,43.418,38.378,6.993
4243.263,36.177,38.516,6.996
4244.241,35.097,37.304,6.681
4245.218,35.915,36.82,5.944
4246.196,35.053,36.295,7.235
4247.173,35.807,35.622,8.527
4248.152,37.63,36.26,8.242
4249.13,38.147,37.524,7.155
4250.108,33.621,36.079,6.489
4251.087,35.723,34.915,6.158
4252.066,35.105,34.639,6.199
4253.045,36.576,35.472,6.284
4254.025,34.938,36.817,6.244
4255.004,38.185,34.647,6.202
4255.984,38.892,33.872,6.226
4256.964,39.299,34.413,6.328
4257.945,44.075,34.994,6.479
4258.925,42.863,35.265,6.377
4259.906,37.893,35.004,6.295
4260.887,43.943,33.088,6.009
4261.868,42.179,34.518,5.716
4262.849,43.078,34.832,5.804
4263.831,42.532,34.222,5.985
4264.813,36.998,34.621,6.233
4265.795,39.768,35.581,6.433
4266.778,37.226,34.538,6.285
4267.76,34.608,35.311,6.162
4268.743,36.168,35.135,6.351
4269.726,34.708,35.244,6.549
4270.709,32.69,35.858,6.259
4271.693,31.18,35.585,5.667
4272.676,35.16,36.507,5.773
4273.66,37.335,34.797,6.235
4274.644,34.972,34.901,6.287
4275.629,36.144,35.871,6.042
4276.613,37.643,35.444,6.064
4277.598,35.146,34.225,6.341
4278.583,32.037,34.903,6.463
4279.569,33.132,35.358,6.349
4280.554,36.206,34.749,6.283
4281.54,35.352,34,6.301
4282.526,33.374,34.202,6.048
4283.512,35.241,35.117,5.751
4284.499,35.444,34.771,5.643
4285.485,32.247,34.215,5.674
4286.472,35.018,35.143,5.9
4287.459,32.464,35.6,5.969
4288.447,31.734,35.006,5.86
4289.434,35.491,35.422,5.487
4290.422,36.019,36.953,5.279
4291.41,33.814,35.324,5.485
4292.398,33.048,35.456,6.156
4293.387,32.578,36.1,6.756
4294.375,35.429,35.777,6.712
4295.364,36.403,35.293,6.192
4296.353,35.263,33.739,5.936
4297.343,36.232,34.251,6.172
4298.332,28.89,35.17,6.307
4299.322,29.866,34.969,5.939
4300.312,32.542,34.105,5.501
4301.303,32.921,34.201,4.6
4302.293,32.517,35.124,4.736
4303.284,32.179,33.518,4.967
4304.275,32.58,33.885,4.978
4305.266,33.209,34.283,4.906
4306.258,33.386,32.995,4.877
4307.249,36.094,31.813,5.03
4308.241,36.516,31.558,5.28
4309.233,33.529,31.033,5.598
4310.226,33.024,30.768,5.864
4311.218,33.693,31.005,5.916
4312.211,31.03,31.19,6.057
4313.204,34.782,31.039,6.744
4314.197,38.183,31.81,7.659
4315.191,35.236,31.916,8.183
4316.184,33.989,32.653,7.926
4317.178,36.004,33.193,7.294
4318.173,38.325,33.265,7.549
4319.167,34.47,33.778,7.585
4320.162,34.679,34.206,7.053
4321.157,31.493,34.516,7.336
4322.152,32.311,34.843,7.346
4323.147,34.337,34.804,6.56
4324.143,30.97,34.951,5.895
4325.138,31.241,35.391,5.913
4326.134,33.174,33.429,6.264
4327.131,32.64,33.872,6.398
4328.127,32.63,34.428,6.131
4329.124,32.32,34.1,5.753
4330.121,32.384,33.967,5.609
4331.118,33.219,34.829,5.82
4332.115,31.941,34.862,5.925
4333.113,34.572,34.863,5.769
4334.111,34.536,35.067,5.758
4335.109,36.386,35.19,5.732
4336.107,34.112,34.842,5.564
4337.106,33.694,34.167,5.54
4338.104,34.243,34.362,5.812
4339.103,33.471,35.318,6.091
4340.103,35.331,34.924,6.23
4341.102,36.992,34.558,6.399
4342.102,35.08,34.337,6.437
4343.102,36.76,32.966,6.391
4344.102,35.244,32.593,6.327
4345.102,38.551,31.878,6.21
4346.103,41.436,30.882,6.986
4347.104,43.942,31.868,8.146
4348.105,42.535,33.559,9.043
4349.106,42.14,32.511,8.864
4350.108,45.47,31.328,7.736
4351.109,45.113,31.495,6.457
4352.111,40.853,30.73,5.936
4353.114,40.811,30.244,6.133
4354.116,41.177,30.84,6.252
4355.119,38.746,31.331,6.732
4356.122,36.989,31.455,7.862
4357.125,36.035,31.798,16.676
4358.128,36.073,31.207,36.111
4359.132,33.354,31.625,52.489
4360.136,31.996,33.636,48.087
4361.14,34.865,34.859,30.988
4362.144,32.549,33.627,16.397
4363.149,32.388,32.205,10.232
4364.153,36,33.071,8.302
4365.158,33.118,33.713,8.064
4366.164,33.026,33.531,7.889
4367.169,32.463,34.082,7.063
4368.175,34.234,32.915,7.225
4369.181,33.456,33.459,7.544
4370.187,29.885,33.298,7.129
4371.193,33.655,33.885,7.011
4372.2,31.562,34.546,7.048
4373.207,32.491,33.117,6.748
4374.214,32.279,33.767,6.901
4375.221,31.684,33.292,7.355
4376.229,33.379,33.162,7.493
4377.236,34.066,33.229,7.406
4378.244,33.561,33.387,7.296
4379.253,31.283,33.705,6.996
4380.261,30.914,32.442,6.506
4381.27,31.751,32.39,6.447
4382.279,28.418,32.209,6.854
4383.288,29.763,32.621,6.483
4384.297,30.558,33.423,5.462
4385.307,31.268,33.615,5.103
4386.317,32.353,34.998,5.787
4387.327,34.442,33.934,6.203
4388.337,33.049,32.963,5.999
4389.348,32.921,32.722,5.921
4390.359,35.346,32.506,6.053
4391.37,30.545,31.867,5.988
4392.381,31.909,31.255,6.082
4393.392,29.4,32.553,6.117
4394.404,30.298,33.019,5.956
4395.416,30.518,33.274,5.991
4396.428,31.296,33.144,6.133
4397.441,33.947,31.637,5.974
4398.453,33.388,31.936,6.142
4399.466,31.933,32.593,6.431
4400.479,32.407,32.74,6.619
4401.493,33.37,32.518,6.742
4402.506,34.367,32.564,7.173
4403.52,34.36,33.166,7.367
4404.534,31.543,33.381,7.119
4405.549,32.293,32.956,7.498
4406.563,31.687,31.832,7.814
4407.578,31.4,31.925,7.761
4408.593,32.671,32.897,7.744
4409.608,31.903,32.713,7.757
4410.624,32.578,32.89,7.568
4411.639,35.114,32.628,7.451
4412.655,33.139,33.567,7.787
4413.671,32.564,34.256,8.13
4414.688,34.017,33.511,7.92
4415.704,34.172,32.128,7.786
4416.721,34.753,31.295,8.044
4417.738,30.357,32.421,7.751
4418.756,30.389,32.759,7.403
4419.773,32.566,31.337,7.632
4420.791,29.194,30.563,8.123
4421.809,31.854,32.534,8.134
4422.827,32.435,32.979,7.635
4423.846,30.16,31.668,7.073
4424.865,30.265,32.055,7.114
4425.884,30.499,33.651,7.457
4426.903,30.569,34.218,7.533
4427.922,29.965,32.897,7.302
4428.942,29.321,31.953,6.937
4429.962,31.22,33.407,6.488
4430.982,31.896,33.957,6.517
4432.003,30.932,32.177,6.569
4433.023,30.777,30.321,6.245
4434.044,30.675,31.118,6.413
4435.065,29.133,31.846,6.194
4436.086,29.795,30.701,5.585
4437.108,29.984,31.176,5.807
4438.13,29.454,31.855,6.421
4439.152,29.272,31.871,6.931
4440.174,31.129,32.29,6.967
4441.197,33.239,31.517,6.696
4442.219,32.491,31.531,6.424
4443.242,30.949,31.445,6.29
4444.266,30.754,30.324,6.345
4445.289,29.19,30.481,6.546
4446.313,30.838,33.247,6.96
4447.337,30.14,31.578,7.28
4448.361,29.532,31.423,6.62
4449.385,31.158,31.899,6.265
4450.41,30.549,31.962,6.266
4451.435,30.992,32.14,6.234
4452.46,32.067,32.82,5.929
4453.485,31.212,32.221,5.769
4454.511,29.74,33.056,5.68
4455.536,30.314,33.172,5.462
4456.562,31.723,33.416,5.562
4457.589,32.089,34.105,5.864
4458.615,32.892,33.776,5.845
4459.642,33.673,32.832,5.799
4460.669,34.383,33.41,5.731
4461.696,34.133,33.935,5.538
4462.724,35.403,33.765,5.479
4463.751,30.777,33.559,5.791
4464.779,33.406,33.834,6.174
4465.808,31.285,33.381,6.257
4466.836,29.648,32.444,6.105
4467.865,30.658,33.012,6.157
4468.893,30.878,33.237,6.23
4469.923,29.892,32.825,5.787
4470.952,30.742,33.285,5.584
4471.982,32.457,32.549,5.812
4473.011,28.614,32.725,5.721
4474.041,31.387,33.566,6.009
4475.072,32.544,33.463,6.416
4476.102,32.353,33.327,6.474
4477.133,32.831,34.709,6.165
4478.164,30.968,34.242,5.951
4479.195,31.824,35.374,5.74
4480.227,31.663,34.336,5.607
4481.259,34.234,33.949,5.546
4482.29,33.908,34.908,5.581
4483.323,33.325,34.127,5.755
4484.355,35.217,33.779,6.16
4485.388,34.406,34.609,6.396
4486.421,35.522,33.842,6.397
4487.454,36.225,33.72,6.572
4488.487,37.239,34.825,6.71
4489.521,36.321,34.597,6.427
4490.555,38.466,33.703,6.093
4491.589,39.628,33.575,6.489
4492.623,41.084,33.934,6.758
4493.658,43.12,33.445,6.766
4494.693,43.026,32.623,6.887
4495.728,46.408,33.102,6.861
4496.763,47.426,33.529,6.799
4497.799,44.292,32.855,6.9
4498.834,42.973,31.991,6.959
4499.87,40.913,32.511,6.999
4500.907,35.763,33.906,7.083
4501.943,34.7,34.189,6.897
4502.98,35.875,33.659,6.438
4504.017,33.64,33.173,6.608
4505.054,32.886,33.708,6.84
4506.091,34.802,33.492,6.609
4507.129,35.087,32.894,6.604
4508.167,32.63,33.936,6.833
4509.205,31.623,34.255,6.962
4510.244,30.629,34.057,6.899
4511.282,32.333,34.432,6.571
4512.321,31.457,34.126,6.283
4513.36,30.113,33.748,6.25
4514.4,32.15,34.969,6.217
4515.439,31.033,34.746,6.011
4516.479,34.652,33.397,5.827
4517.519,34.021,33.461,5.774
4518.559,32.911,34.242,5.966
4519.6,31.697,34.394,6.289
4520.641,32.696,33.907,6.624
4521.682,30.456,33.617,6.582
4522.723,31.051,33.22,6.395
4523.765,34.185,32.852,6.326
4524.806,33.072,32.756,6.481
4525.848,31.702,32.489,6.612
4526.891,31.877,31.909,6.535
4527.933,32.434,32.625,6.325
4528.976,33.137,31.488,6.163
4530.019,32.967,31.762,6.2
4531.062,31.148,32.85,6.377
4532.105,27.394,32.971,6.632
4533.149,32.311,32.312,6.876
4534.193,29.62,32.784,7.097
4535.237,30.171,32.901,7.14
4536.282,30.609,31.746,6.514
4537.326,30.187,31.113,6.411
4538.371,30.163,31.84,6.992
4539.416,28.074,32.196,7.118
4540.462,28.777,30.631,6.753
4541.507,30.27,31.923,6.71
4542.553,29.814,30.718,6.926
4543.599,28.835,29.629,6.976
4544.645,29.881,30.129,6.995
4545.692,32.721,30.098,7.147
4546.739,32.974,31.654,7.217
4547.786,32.049,30.418,7.246
4548.833,31.435,30.656,7.159
4549.881,30.491,30.865,6.443
4550.928,30.385,30.206,6.363
4551.976,25.801,30.326,6.809
4553.025,28.318,29.58,7.026
4554.073,31.324,31.236,6.53
4555.122,29.615,30.959,6.089
4556.171,27.953,30.443,6.013
4557.22,27.342,30.7,5.919
4558.27,29.277,30.293,6.157
4559.319,30.422,31.46,6.674
4560.369,29.423,32.11,6.626
4561.419,31.328,31.543,6.106
4562.47,31.852,30.99,6.131
4563.52,31.077,31.039,6.306
4564.571,31.637,31.193,5.954
4565.623,33.149,31.486,5.352
4566.674,31.149,30.761,5.546
4567.726,29.358,31.503,5.825
4568.777,31.81,32.116,5.608
4569.83,31.189,31.511,5.826
4570.882,30.567,31.219,5.91
4571.935,34.642,31.992,5.424
4572.987,35.176,31.963,5.448
4574.04,33.267,31.877,5.971
4575.094,35.503,31.068,6.209
4576.147,37.292,30.598,6.023
4577.201,35.116,31.943,5.829
4578.255,35.277,31.408,5.908
4579.31,35.159,30.532,6.114
4580.364,36.763,31.138,6.117
