wavelength,flux,model,sky
4011.437,15.647,17.779,5.687
4012.361,18.772,17.749,5.038
4013.285,20.548,17.707,5.169
4014.209,18.852,17.65,5.573
4015.134,19.608,17.747,4.95
4016.058,21.208,17.749,4.393
4016.983,16.832,17.71,4.475
4017.908,18.406,17.768,4.707
4018.833,15.933,17.86,4.749
4019.759,16.245,17.901,5.03
4020.685,18.195,17.88,5.251
4021.61,20.37,17.87,5.492
4022.537,21.151,17.92,5.487
4023.463,17.469,17.966,5.154
4024.389,19.323,17.895,4.374
4025.316,18.193,17.858,4.051
4026.243,15.627,17.827,4.467
4027.17,16.697,17.897,4.721
4028.098,15.601,18.006,4.856
4029.025,17.387,18.077,5.112
4029.953,18.452,18.122,5.237
4030.881,18.156,18.081,4.928
4031.809,17.322,18.091,4.148
4032.738,15.586,18.207,3.642
4033.667,16.499,18.268,3.967
4034.596,16.312,18.176,4.293
4035.525,15.85,18.08,4.001
4036.454,17.533,18.137,4.112
4037.383,16.623,18.217,4.655
4038.313,15.655,18.229,5.285
4039.243,16.229,18.282,5.367
4040.173,16.946,18.329,4.944
4041.104,17.121,18.205,4.956
4042.034,17.423,18.362,5.797
4042.965,17.247,18.309,6.613
4043.896,17.251,18.266,6.778
4044.827,21.665,18.282,6.17
4045.759,18.96,18.308,7.616
4046.691,17.002,18.354,11.472
4047.622,19.146,18.185,14.071
4048.555,19.823,18.267,13.18
4049.487,20.653,18.271,9.795
4050.419,19.253,18.192,6.84
4051.352,14.971,18.226,5.922
4052.285,16.205,18.357,5.488
4053.218,17.567,18.374,5.094
4054.152,16.116,18.287,5.216
4055.085,18.262,18.17,4.916
4056.019,20.934,18.137,4.713
4056.953,17.301,18.168,5.009
4057.887,15.873,18.097,4.842
4058.822,17.015,17.978,4.499
4059.757,18.246,18.044,4.567
4060.692,20.294,18.166,5.087
4061.627,22.005,18.202,5.313
4062.562,20.411,18.152,5.371
4063.498,19.675,18.116,5.65
4064.433,19.198,18.086,5.73
4065.369,20.937,18.088,6.006
4066.305,20.738,17.942,6.663
4067.242,20.999,17.731,6.103
4068.178,19.283,17.716,5.472
4069.115,18.774,17.935,5.664
4070.052,17.398,17.818,5.876
4070.99,15.607,17.834,5.577
4071.927,19.587,17.905,5.265
4072.865,15.267,17.847,5.294
4073.803,18.148,17.745,5.041
4074.741,19.798,17.821,4.871
4075.679,19.023,17.749,4.991
4076.618,17.334,17.822,5.636
4077.557,16.597,17.804,6.564
4078.496,18.432,17.728,7.033
4079.435,18.167,17.716,6.399
4080.374,15.356,17.715,5.391
4081.314,15.594,17.751,5.565
4082.254,15.123,17.8,6.228
4083.194,14.301,17.657,5.321
4084.134,19.022,17.58,4.596
4085.075,17.435,17.696,4.741
4086.015,16.878,17.676,4.898
4086.956,17.547,17.608,4.909
4087.898,18.08,17.688,4.9
4088.839,18.124,17.728,5.007
4089.781,16.747,17.674,5.006
4090.722,16.257,17.587,4.734
4091.664,18.765,17.54,4.427
4092.607,16.151,17.642,4.707
4093.549,16.074,17.719,4.675
4094.492,13.879,17.639,4.438
4095.435,15.024,17.609,4.48
4096.378,16.613,17.682,4.453
4097.321,15.777,17.596,4.429
4098.265,13.601,17.547,4.234
4099.208,15.252,17.522,4
4100.152,16.906,17.425,3.997
4101.097,14.893,17.367,4.291
4102.041,17.351,17.424,4.093
4102.986,14.255,17.465,3.408
4103.931,14.724,17.413,3.402
4104.876,16.774,17.312,3.798
4105.821,15.792,17.368,3.874
4106.766,17.366,17.437,3.808
4107.712,15.25,17.386,3.847
4108.658,15.534,17.338,4.098
4109.604,17.916,17.232,4.35
4110.551,17.43,17.328,4.263
4111.497,17.558,17.366,3.834
4112.444,15.631,17.347,3.723
4113.391,16.795,17.321,3.992
4114.338,20.879,17.217,3.843
4115.286,16.535,17.288,3.703
4116.233,16.038,17.231,3.913
4117.181,17.071,17.222,3.999
4118.13,16.905,17.261,3.87
4119.078,16.669,17.234,3.746
4120.026,16.105,17.185,3.665
4120.975,14.64,17.3,3.742
4121.924,14.417,17.252,4.123
4122.873,16.212,17.251,4.276
4123.823,17.382,17.247,4.368
4124.772,17.301,17.182,4.825
4125.722,14.873,17.232,4.721
4126.672,13.428,17.315,4.457
4127.623,16.922,17.258,4.759
4128.573,18.812,17.271,5.109
4129.524,17.592,17.314,4.844
4130.475,17.422,17.292,4.396
4131.426,17.926,17.27,4.494
4132.378,16.427,17.243,4.595
4133.329,16.652,17.184,4.666
4134.281,19.084,17.228,4.968
4135.233,17.203,17.3,4.896
4136.185,19.819,17.309,4.606
4137.138,17.507,17.296,4.592
4138.091,16.005,17.187,4.75
4139.044,17.421,17.132,4.738
4139.997,17.276,17.165,4.576
4140.95,15.961,17.081,4.476
4141.904,16.234,16.939,4.423
4142.858,15.905,17.071,4.132
4143.812,18.49,17.049,3.447
4144.766,17.444,17.092,3.222
4145.72,18.912,17.027,3.717
4146.675,17.382,16.976,4.29
4147.63,18.212,17.053,4.451
4148.585,18.751,17.113,3.994
4149.54,17.497,17.179,3.553
4150.496,16.195,17.096,3.517
4151.452,16.364,17.085,3.792
4152.408,17.428,17.091,3.996
4153.364,17.293,17.002,4.501
4154.321,16.561,16.953,5.241
4155.277,14.559,17.093,5.355
4156.234,16.653,17.116,4.819
4157.191,15.273,17.024,4.868
4158.149,16.469,16.996,5.329
4159.106,18.09,17.035,5.139
4160.064,16.096,16.966,4.737
4161.022,15.292,16.987,4.814
4161.98,17.15,16.957,5.112
4162.939,16.662,16.92,5.405
4163.897,16.814,16.958,5.774
4164.856,13.79,16.985,6.182
4165.815,18.035,16.884,6.591
4166.775,18.397,17.028,6.623
4167.734,15.4,16.918,6.235
4168.694,17.388,16.95,6.251
4169.654,16.27,16.992,6.412
4170.614,15.962,16.84,6.095
4171.574,17.032,16.75,5.777
4172.535,16.169,16.808,5.878
4173.496,16.619,16.804,6.049
4174.457,15.901,16.758,5.463
4175.418,15.314,16.682,4.926
4176.38,18.699,16.684,4.923
4177.342,15.688,16.868,5.291
4178.304,17.104,16.778,5.33
4179.266,18.042,16.74,5.345
4180.228,15.783,16.764,5.335
4181.191,17.525,16.725,5.047
4182.154,18.837,16.653,4.845
4183.117,16.194,16.709,4.903
4184.08,16.819,16.678,4.89
4185.044,17.166,16.617,4.847
4186.007,14.225,16.579,4.679
4186.971,16.923,16.528,4.439
4187.936,14.064,16.492,3.942
4188.9,15.131,16.55,3.708
4189.865,16.007,16.5,4.038
4190.83,15.234,16.396,4.407
4191.795,16.448,16.466,4.547
4192.76,16.642,16.484,4.465
4193.725,15.656,16.327,4.251
4194.691,16.906,16.313,4.124
4195.657,15.697,16.405,4.209
4196.623,16.474,16.42,4.184
4197.59,14.855,16.404,3.805
4198.556,13.409,16.336,3.31
4199.523,16.985,16.226,3.461
4200.49,14.698,16.2,3.831
4201.458,16.161,16.246,3.899
4202.425,17.397,16.159,3.742
4203.393,16.954,16.156,3.705
4204.361,14.821,16.16,3.698
4205.329,12.218,16.116,3.675
4206.298,15.438,16.197,3.851
4207.266,15.001,16.221,4.182
4208.235,17.027,16.185,4.336
4209.204,16.174,16.125,4.592
4210.174,15.246,16.076,4.383
4211.143,15.309,16.048,3.819
4212.113,17.895,16.034,3.72
4213.083,16.429,16.062,4.121
4214.053,14.904,16.068,4.322
4215.023,16.129,16.024,4.095
4215.994,16.002,15.976,3.685
4216.965,15.029,15.966,3.531
4217.936,15.6,15.985,3.852
4218.907,15.759,16.021,3.932
4219.879,14.867,16.041,3.574
4220.851,17.127,16.063,3.695
4221.823,16.696,16.041,4.123
4222.795,15.936,16,4.117
4223.767,14.697,16.037,3.861
4224.74,14.612,16.007,3.832
4225.713,16.02,16.137,3.824
4226.686,17.106,16.038,3.445
4227.659,16.089,16.013,2.894
4228.633,14.507,16.2,2.893
4229.607,17.574,16.109,3.291
4230.581,16.348,16.142,3.427
4231.555,14.209,16.118,3.451
4232.53,15.127,16.112,3.426
4233.504,17.676,16.083,3.355
4234.479,15.31,16.043,3.467
4235.454,16.041,16.137,3.747
4236.43,17.43,16.177,3.848
4237.405,16.48,16.09,3.671
4238.381,16.583,16.149,3.591
4239.357,16.044,16.217,3.817
4240.333,15.758,16.205,3.684
4241.31,15.721,16.325,3.436
4242.287,18.202,16.307,3.627
4243.263,16.077,16.426,3.661
4244.241,19.309,16.373,3.439
4245.218,16.795,16.116,3.613
4246.196,16.014,15.94,4.436
4247.173,17.82,16.016,5.238
4248.152,17.417,15.908,5.355
4249.13,15.672,15.955,4.927
4250.108,15.495,15.979,4.513
4251.087,17.23,15.94,4.301
4252.066,18.745,15.91,4.123
4253.045,16.609,15.875,4.101
4254.025,17.644,15.792,4.233
4255.004,15.005,15.756,3.977
4255.984,14.437,15.879,3.97
4256.964,16.156,15.967,4.316
4257.945,15.205,15.878,4.287
4258.925,14.839,15.816,3.978
4259.906,15.873,15.982,3.909
4260.887,15.926,15.848,3.977
4261.868,15.303,15.829,3.736
4262.849,14.163,15.877,3.712
4263.831,16.661,15.796,4.31
4264.813,17.014,15.749,4.389
4265.795,17.333,15.843,3.966
4266.778,13.678,15.767,3.852
4267.76,14.4,15.834,4.165
4268.743,15.386,15.892,4.325
4269.726,15.588,15.819,4.137
4270.709,14.515,15.878,3.819
4271.693,14.733,15.846,3.512
4272.676,17.469,15.791,3.295
4273.66,17.177,15.825,3.485
4274.644,14.537,15.825,3.94
4275.629,15.714,15.711,4.099
4276.613,15.631,15.659,4.007
4277.598,16.02,15.768,4.054
4278.583,14.573,15.835,4.239
4279.569,15.94,15.843,4.234
4280.554,16.368,15.859,3.993
4281.54,15.586,15.844,3.926
4282.526,14.444,15.709,3.934
4283.512,14.901,15.738,3.715
4284.499,16.376,15.83,3.542
4285.485,16.146,15.914,3.832
4286.472,17.256,15.884,4.098
4287.459,14.928,15.742,3.915
4288.447,19.872,15.667,3.62
4289.434,18.231,15.731,3.338
4290.422,15.76,15.703,3.243
4291.41,15.651,15.689,3.127
4292.398,15.688,15.713,3.385
4293.387,15.41,15.751,3.81
4294.375,16.117,15.798,3.953
4295.364,16.875,15.747,3.943
4296.353,16.59,15.745,4.087
4297.343,17.09,15.775,4.259
4298.332,18.148,15.8,3.951
4299.322,16.905,15.786,3.415
4300.312,17.77,15.734,3.166
4301.303,16.182,15.786,3.112
4302.293,16.47,15.775,2.979
4303.284,14.906,15.705,2.773
4304.275,15.406,15.75,2.749
4305.266,16.206,15.862,2.975
4306.258,17.065,15.785,3.188
4307.249,17.803,15.847,3.371
4308.241,16.715,15.805,3.663
4309.233,15.25,15.818,3.9
4310.226,14.903,15.824,3.963
4311.218,17.169,15.822,3.808
4312.211,15.77,15.992,3.672
4313.204,16.524,15.967,4.082
4314.197,15.12,15.927,4.791
4315.191,16.578,15.97,5.259
4316.184,16.562,16.005,5.2
4317.178,16.596,15.969,4.752
4318.173,16.958,15.967,4.559
4319.167,17.065,16.07,4.825
4320.162,17.166,16.083,5.01
4321.157,16.969,16.088,4.747
4322.152,18.141,16.094,4.702
4323.147,18.069,16.056,4.802
4324.143,14.556,16.021,3.926
4325.138,13.979,16.147,3.468
4326.134,14.933,16.18,4.117
4327.131,15.246,16.136,4.536
4328.127,15.35,16.148,4.262
4329.124,16.122,16.233,3.776
4330.121,17.116,16.239,3.628
4331.118,16.975,16.153,3.868
4332.115,15.44,16.2,4.16
4333.113,14.358,16.251,4.343
4334.111,14.956,16.328,4.404
4335.109,16.139,16.409,4.239
4336.107,18.164,16.355,3.884
4337.106,16.701,16.466,3.858
4338.104,15.573,16.434,4.026
4339.103,18.409,16.522,3.855
4340.103,17.051,16.604,3.542
4341.102,17.245,16.598,3.551
4342.102,19.112,16.742,3.765
4343.102,20.825,16.753,3.888
4344.102,21.373,16.801,3.965
4345.102,20.591,16.891,4.18
4346.103,20.76,16.771,4.253
4347.104,21.673,16.494,4.227
4348.105,22.314,16.468,4.786
4349.106,20.203,16.327,5.092
4350.108,17.461,16.159,4.671
4351.109,17.455,16.098,4.534
4352.111,13.872,16.035,4.445
4353.114,15.18,15.889,4.092
4354.116,16.242,15.797,3.759
4355.119,14.347,15.803,3.592
4356.122,14.882,15.858,3.963
4357.125,16.473,15.879,6.518
4358.128,15.888,15.848,13.38
4359.132,17.067,15.772,22.413
4360.136,16.728,15.691,24.585
4361.14,18.102,15.748,15.141
4362.144,16.074,15.692,8.257
4363.149,14.961,15.786,6.549
4364.153,17.066,15.873,5.251
4365.158,16.293,15.759,4.421
4366.164,16.977,15.653,4.457
4367.169,16.906,15.737,4.484
4368.175,16.218,15.72,4.363
4369.181,15.943,15.687,4.399
4370.187,16.454,15.674,4.487
4371.193,17.286,15.686,4.618
4372.2,15.946,15.749,4.468
4373.207,17.646,15.721,4.108
4374.214,15.69,15.69,4.318
4375.221,15.141,15.639,4.46
4376.229,15.59,15.575,4.647
4377.236,16.797,15.558,5.032
4378.244,16.706,15.621,5.029
4379.253,15.595,15.618,4.59
4380.261,14.762,15.504,4.386
4381.27,16.187,15.572,4.542
4382.279,16.77,15.688,4.643
4383.288,15.359,15.65,4.393
4384.297,16.21,15.6,3.925
4385.307,16.817,15.697,3.524
4386.317,15.571,15.609,3.569
4387.327,15.48,15.597,3.813
4388.337,15.745,15.63,4.104
4389.348,15.533,15.572,4.21
4390.359,16.516,15.522,3.828
4391.37,15.331,15.598,3.706
4392.381,14.544,15.606,4.046
4393.392,15.866,15.516,4.085
4394.404,16.173,15.516,3.771
4395.416,15.715,15.615,3.622
4396.428,14.713,15.579,3.843
4397.441,13.654,15.597,4.079
4398.453,17.332,15.584,4.163
4399.466,15.693,15.594,4.131
4400.479,15.876,15.641,4.131
4401.493,17.664,15.647,4.443
4402.506,15.687,15.573,4.642
4403.52,16.663,15.654,4.558
4404.534,14.215,15.572,4.724
4405.549,14.588,15.535,5.042
4406.563,14.974,15.59,5.145
4407.578,16.146,15.618,5.206
4408.593,17.071,15.543,5.523
4409.608,15.521,15.434,5.885
4410.624,15.24,15.542,5.822
4411.639,15.163,15.515,5.395
4412.655,13.61,15.502,5.762
4413.671,13.983,15.606,6.066
4414.688,15.181,15.487,5.239
4415.704,14.948,15.364,5.024
4416.721,13.922,15.555,5.715
4417.738,15.254,15.494,5.602
4418.756,14.876,15.376,4.987
4419.773,14.208,15.477,5.062
4420.791,13.855,15.468,5.545
4421.809,15.174,15.326,5.74
4422.827,14.792,15.412,5.616
4423.846,13.352,15.406,5.055
4424.865,16.858,15.341,4.684
4425.884,13.941,15.38,5.346
4426.903,15.119,15.43,5.499
4427.922,14.736,15.401,5.006
4428.942,16.572,15.358,5.136
4429.962,16.878,15.385,4.979
4430.982,16.459,15.419,4.562
4432.003,15.878,15.392,4.933
4433.023,14.155,15.359,5.386
4434.044,14.674,15.42,5.089
4435.065,16.028,15.389,4.359
4436.086,16.093,15.419,3.926
4437.108,16.2,15.429,3.906
4438.13,15.236,15.318,4.378
4439.152,13.13,15.246,5.177
4440.174,14.918,15.366,5.281
4441.197,14.311,15.288,4.709
4442.219,16.78,15.215,4.337
4443.242,16.297,15.271,4.025
4444.266,15.936,15.295,4.054
4445.289,17.687,15.133,4.357
4446.313,15.427,15.237,4.546
4447.337,13.597,15.2,4.735
4448.361,14.295,15.119,4.596
4449.385,15.337,15.112,4.196
4450.41,15.098,15.133,4.202
4451.435,14.974,15.063,4.515
4452.46,16.153,14.962,4.436
4453.485,15.209,14.896,4.244
4454.511,14.662,14.929,4.01
4455.536,15.46,14.956,3.643
4456.562,15.469,14.891,3.594
4457.589,13.604,14.828,3.892
4458.615,15.421,14.889,4.122
4459.642,15.633,14.843,3.873
4460.669,16.265,14.778,3.626
4461.696,14.05,14.79,3.751
4462.724,13.107,14.841,3.939
4463.751,15.835,14.803,3.794
4464.779,16.083,14.701,3.604
4465.808,13.327,14.677,3.834
4466.836,13.932,14.573,4.174
4467.865,14.574,14.542,4.146
4468.893,13.003,14.622,3.973
4469.923,15.302,14.531,3.714
4470.952,15.581,14.53,3.578
4471.982,13.216,14.457,3.796
4473.011,14.426,14.518,3.76
4474.041,14.458,14.569,3.87
4475.072,14.6,14.485,4.272
4476.102,15.752,14.445,4.446
4477.133,14.642,14.365,4.333
4478.164,14.363,14.426,4.05
4479.195,15.011,14.396,3.675
4480.227,14.396,14.32,3.517
4481.259,14.888,14.327,3.555
4482.29,13.434,14.339,3.6
4483.323,13.734,14.284,3.767
4484.355,16.005,14.346,4.188
4485.388,15.095,14.319,4.719
4486.421,14.943,14.246,4.545
4487.454,15.035,14.256,4.206
4488.487,15.225,14.284,3.799
4489.521,14.491,14.249,3.509
4490.555,14.306,14.171,3.517
4491.589,13.599,14.143,3.723
4492.623,13.859,14.208,4.032
4493.658,14.496,14.284,4.416
4494.693,14.456,14.227,4.566
4495.728,14.557,14.141,4.377
4496.763,13.693,14.119,4.26
4497.799,14.655,14.09,4.696
4498.834,13.812,14.133,4.856
4499.87,13.242,14.218,4.743
4500.907,14.241,14.147,4.449
4501.943,13.744,14.158,4.285
4502.98,14.878,14.126,4.097
4504.017,15.555,14.062,4.28
4505.054,13.775,14.028,4.665
4506.091,14.237,14.041,4.424
4507.129,15.185,14.045,4.276
4508.167,13.14,14.03,4.59
4509.205,11.935,14.061,4.623
4510.244,13.464,13.997,4.356
4511.282,13.747,13.982,4.51
4512.321,12.864,14.079,4.425
4513.36,13.411,14.049,4.013
4514.4,15.72,14.005,4.005
4515.439,14.564,14.099,4.322
4516.479,14.745,14.201,4.234
4517.519,15.335,14.176,3.976
4518.559,13.392,14.109,4.062
4519.6,15.403,14.189,4.22
4520.641,15.958,14.152,4.184
4521.682,15.499,14.215,4.109
4522.723,14.133,14.304,4.283
4523.765,13.716,14.304,4.451
4524.806,14.667,14.212,4.255
4525.848,14.36,14.156,4.195
4526.891,14.263,14.257,4.336
4527.933,14.701,14.369,4.153
4528.976,13.829,14.35,4.436
4530.019,14.246,14.274,4.555
4531.062,13.313,14.279,4.353
4532.105,13.673,14.351,4.945
4533.149,14.457,14.303,5.363
4534.193,15.379,14.373,5.166
4535.237,14.328,14.326,4.717
4536.282,14.781,14.232,4.364
4537.326,15.865,14.242,4.325
4538.371,16.38,14.297,4.532
4539.416,16.022,14.395,4.623
4540.462,14.916,14.401,4.363
4541.507,13.72,14.44,4.375
4542.553,14.314,14.463,4.944
4543.599,16.766,14.408,5.092
4544.645,13.868,14.367,5.056
4545.692,13.721,14.323,5.264
4546.739,15.213,14.328,5.389
4547.786,15.112,14.363,5.037
4548.833,15.892,14.396,5.09
4549.881,14.771,14.363,4.736
4550.928,16.891,14.254,3.906
4551.976,15.389,14.325,4.225
4553.025,13.928,14.212,4.767
4554.073,14.628,14.156,4.712
4555.122,14.461,14.153,4.473
4556.171,15.261,14.154,4.156
4557.22,15.915,14.267,3.748
4558.27,13.786,14.242,3.847
4559.319,15.003,14.14,4.234
4560.369,15.022,14.13,4.435
4561.419,14.071,14.172,4.025
4562.47,14.284,14.207,3.992
4563.52,13.16,14.246,3.962
4564.571,13.39,14.1,3.976
4565.623,14.761,14.238,3.848
4566.674,14.749,14.249,4.005
4567.726,15.794,14.135,4.276
4568.777,15.403,14.125,4.201
4569.83,15.151,14.194,4.278
4570.882,15.693,14.191,4.395
4571.935,15.95,14.142,4.108
4572.987,14.963,14.102,3.755
4574.04,13.493,14.051,3.72
4575.094,14.09,14.017,3.953
4576.147,15.031,14.082,4.271
4577.201,13.349,14.105,4.162
4578.255,15.666,14.078,3.944
4579.31,15.344,14.048,4.248
4580.364,14.764,14.059,4.732
4581.419,15.183,14.095,4.474
4582.474,14.078,14.086,4.328
4583.529,13.524,14.031,4.562
4584.585,12.747,14.037,4.596
4585.64,12.166,14.07,4.43
4586.696,13.999,14.074,4.336
4587.753,13.809,13.991,4.233
4588.809,12.287,13.88,4.285
4589.866,13.307,14.091,4.483
4590.923,14.847,13.966,4.288
