wavelength,flux,model,sky
4016.983,79.798,76.435,15.11
4017.908,80.27,76.627,15.337
4018.833,80.066,77.784,15.446
4019.759,76.396,76.917,15.852
4020.685,82.21,76.689,16.525
4021.61,76.319,77.951,17.2
4022.537,71.131,76.181,17.649
4023.463,72.926,76.682,16.486
4024.389,75.11,77.156,15.569
4025.316,77.413,77.201,16.337
4026.243,76.87,76.265,17.263
4027.17,73.476,75.045,16.953
4028.098,73.966,75.612,16.433
4029.025,78.381,75.909,16.54
4029.953,77.895,76.188,16.319
4030.881,80.973,76.971,15.156
4031.809,72.96,77.15,14.065
4032.738,74.689,77.161,13.389
4033.667,83.857,78.881,13.637
4034.596,77.99,77.534,14.29
4035.525,74.124,78.045,14.229
4036.454,79.262,77.117,13.728
4037.383,77.693,75.839,14.432
4038.313,71.088,76.721,16.632
4039.243,75.29,77.772,17.01
4040.173,69.801,75.742,16.413
4041.104,75.311,74.416,16.274
4042.034,81.876,74.742,16.245
4042.965,73.362,75.349,16.914
4043.896,80.948,75.591,17.671
4044.827,76.693,76.144,17.011
4045.759,65.435,75.103,17.007
4046.691,71.2,75.545,20.364
4047.622,75.196,75.832,25.018
4048.555,74.903,75.228,25.862
4049.487,73.874,74.937,21.741
4050.419,77.377,75.967,18.707
4051.352,70.327,75.772,18.374
4052.285,70.413,73.479,17.637
4053.218,71.703,73.947,17.083
4054.152,77.737,74.918,17.002
4055.085,79.63,73.893,16.407
4056.019,77.158,74.225,15.032
4056.953,80.595,74.766,14.543
4057.887,77.032,74.472,14.579
4058.822,71.699,73.707,14.033
4059.757,79.123,73.491,14.607
4060.692,74.001,73.807,15.845
4061.627,71.595,73.506,16.059
4062.562,77.503,73.669,15.56
4063.498,76.501,74.28,14.775
4064.433,71.994,74.062,14.446
4065.369,71.567,73.793,15.056
4066.305,71.381,73.993,15.791
4067.242,71.386,73.221,15.561
4068.178,78.509,72.109,15.638
4069.115,85.273,73.331,16.295
4070.052,71.788,73.642,16.406
4070.99,75.506,73.386,16.007
4071.927,69.738,73.678,15.57
4072.865,70.615,73.128,15.702
4073.803,71.152,73.239,16.156
4074.741,68.733,73.032,16.35
4075.679,73.921,73.439,16.509
4076.618,74.415,73.147,16.979
4077.557,69.762,72.123,16.876
4078.496,77.216,73.034,15.84
4079.435,77.618,72.869,15.798
4080.374,74.651,70.731,16.895
4081.314,64.976,70.091,17.61
4082.254,72.469,70.625,17.178
4083.194,75.76,70.744,16.495
4084.134,69.699,70.83,16.119
4085.075,72.586,70.249,15.775
4086.015,74.812,71.196,15.487
4086.956,66.306,70.759,15.686
4087.898,77.35,69.803,16.372
4088.839,69.685,70.229,16.441
4089.781,70.476,70.789,15.971
4090.722,79.109,70.159,15.61
4091.664,76.207,69.35,15.615
4092.607,70.981,69.881,15.685
4093.549,74.193,69.331,15.636
4094.492,76.54,68.252,15.625
4095.435,74.407,70.726,15.645
4096.378,78.303,67.77,15.383
4097.321,73.426,68.945,14.33
4098.265,72.197,68.884,14.049
4099.208,64.461,68.704,15.462
4100.152,72.666,70.278,15.138
4101.097,66.468,69.242,13.848
4102.041,66.846,68.882,11.894
4102.986,69.182,68.329,10.988
4103.931,68.664,69.105,11.556
4104.876,70.443,69.342,12.983
4105.821,69.513,68.22,13.498
4106.766,72.24,68.628,13.548
4107.712,74.302,68.437,13.923
4108.658,75.711,68.658,14.766
4109.604,72.336,68.844,15.301
4110.551,75.379,68.748,15.03
4111.497,73.28,68.412,14.445
4112.444,71.122,67.868,14.376
4113.391,69.043,67.669,14.844
4114.338,65.918,68.481,15.489
4115.286,66.676,67.549,16.169
4116.233,68.839,66.594,16.617
4117.181,69.152,67.729,15.971
4118.13,73.387,68.686,15.291
4119.078,67.025,67.289,15.101
4120.026,70.051,67.216,14.619
4120.975,64.283,67.446,14.018
4121.924,66.726,66.841,14.35
4122.873,75.323,66.707,14.846
4123.823,73.773,68.465,14.944
4124.772,68.897,66.61,15.454
4125.722,70.673,66.559,16.326
4126.672,64.189,66.938,15.946
4127.623,73.052,66.745,15.045
4128.573,66.449,66.46,15.066
4129.524,69.743,66.378,15.27
4130.475,73.65,66.12,15.256
4131.426,66.207,65.245,15.144
4132.378,64.935,65.435,15.002
4133.329,76.21,65.859,14.768
4134.281,76.136,65.687,14.673
4135.233,64.368,66.05,15.062
4136.185,67.718,65.641,15.766
4137.138,66.344,65.335,16.254
4138.091,68.394,65.586,16.016
4139.044,63.055,66.373,16.349
4139.997,71.894,67.148,16.59
4140.95,70.203,67.285,15.5
4141.904,73.497,67.448,14.567
4142.858,71.814,66.002,14.157
4143.812,66.35,66.344,13.639
4144.766,65.678,67.697,13.103
4145.72,66.841,68.211,13.392
4146.675,69.684,68.328,14.371
4147.63,65.448,66.017,14.964
4148.585,67.875,67.482,14.745
4149.54,72.557,68.45,14.52
4150.496,72.155,67.549,14.325
4151.452,69.11,66.648,14.335
4152.408,68.552,66.697,14.34
4153.364,69.492,66.939,14.199
4154.321,66.072,67.064,14.108
4155.277,64.054,67.531,14.346
4156.234,70.355,67.287,14.683
4157.191,69.908,66.384,14.921
4158.149,69.027,66.861,14.831
4159.106,67.709,66.837,15.529
4160.064,71.517,67.111,16.178
4161.022,69.615,67.35,16.029
4161.98,70.299,68.266,16.107
4162.939,75.54,69.15,16.501
4163.897,74.962,67.709,16.717
4164.856,71.494,67.384,16.825
4165.815,72.792,66.355,17.276
4166.775,71.328,66.316,17.638
4167.734,66.213,67.029,16.963
4168.694,68.935,67.068,15.637
4169.654,68.673,66.236,16.326
4170.614,71.986,65.542,16.497
4171.574,71.89,66.543,15.808
4172.535,72.259,65.875,15.649
4173.496,70.192,64.846,15.06
4174.457,67.509,65.428,14.254
4175.418,67.96,65.76,14.482
4176.38,66.818,65.881,15.357
4177.342,65.126,66.807,15.361
4178.304,73.702,66.626,15.41
4179.266,67.311,65.788,15.824
4180.228,66.949,65.671,15.544
4181.191,68.841,66.086,15.216
4182.154,72.406,66.358,14.971
4183.117,64.648,65.609,14.579
4184.08,64.423,66.713,14.161
4185.044,70.641,67.086,14.325
4186.007,72.633,65.521,14.961
4186.971,70.732,66.486,14.937
4187.936,67.756,66.992,13.784
4188.9,69.905,66.695,12.987
4189.865,65.793,66.294,14.12
4190.83,69.298,66.037,14.593
4191.795,65.184,65.791,13.906
4192.76,65.435,65.334,13.908
4193.725,69.326,64.342,14.295
4194.691,69.271,63.858,14.419
4195.657,69.401,64.459,14.119
4196.623,69.381,64.956,13.585
4197.59,65.816,64.685,13.049
4198.556,65.684,64.762,12.694
4199.523,68.416,64.753,12.043
4200.49,67.693,64.585,12.284
4201.458,63.354,64.857,13.01
4202.425,68.183,65.485,12.996
4203.393,67.972,65.989,13.167
4204.361,67.273,65.579,13.366
4205.329,67.541,62.928,12.792
4206.298,67.512,64.613,13.058
4207.266,66.667,64.773,14.586
4208.235,64.265,63.4,15.337
4209.204,63.069,63.752,15.418
4210.174,66.047,65.209,14.719
4211.143,61.322,66.003,14.24
4212.113,63.413,65.392,14.181
4213.083,70.472,64.952,14.378
4214.053,68.918,64.585,14.632
4215.023,69.867,64.304,14.725
4215.994,69.718,65.088,14.223
4216.965,66.865,64.3,13.611
4217.936,65.75,64.416,13.539
4218.907,68.782,65.271,13.795
4219.879,70.496,65.397,13.656
4220.851,65.602,64.596,13.659
4221.823,68.356,64.361,14.175
4222.795,70.957,64.126,14.501
4223.767,69.63,64.599,14.129
4224.74,65.336,64.606,13.224
4225.713,65.716,63.418,12.226
4226.686,66.096,62.728,10.995
4227.659,66.807,64.781,10.209
4228.633,69.524,64.73,10.743
4229.607,70.541,63.554,12.111
4230.581,67.992,62.786,13.059
4231.555,65.808,63.535,13.716
4232.53,66.427,64.595,13.759
4233.504,68.639,63.314,13.175
4234.479,67.652,62.929,13.483
4235.454,67.016,64.737,13.456
4236.43,72.315,63.018,12.867
4237.405,73.101,61.52,12.067
4238.381,74.269,63.32,11.953
4239.357,71.961,62.905,12.563
4240.333,67.665,63.318,13.215
4241.31,67.101,63.034,13.507
4242.287,64.215,61.958,13.674
4243.263,66.923,61.849,13.712
4244.241,63.546,62.901,13.583
4245.218,68.065,62.788,13.721
4246.196,63.178,62.724,15.051
4247.173,68.632,62.485,16.088
4248.152,71.737,62.404,15.448
4249.13,66.358,62.405,14.405
4250.108,67.389,62.246,13.511
4251.087,71.112,62.16,12.658
4252.066,69.494,62.607,12.879
4253.045,68.939,61.071,14.315
4254.025,67.73,61.017,14.484
4255.004,75.529,62.218,13.136
4255.984,66.132,62.407,12.864
4256.964,66.084,61.704,12.797
4257.945,74.321,61.975,13.359
4258.925,72.082,61.815,14.255
4259.906,63.947,61.31,13.768
4260.887,67.145,61.369,12.462
4261.868,69.37,61.798,11.93
4262.849,68.807,61.266,12.517
4263.831,72.332,61.161,13.362
4264.813,63.474,61.205,13.901
4265.795,62.062,61.838,14.535
4266.778,66.604,61.82,14.758
4267.76,74.577,61.009,14.377
4268.743,73.129,61.543,13.506
4269.726,66.387,61.772,13.269
4270.709,68.281,61.894,12.732
4271.693,63.76,60.87,11.359
4272.676,65.275,60.373,11.016
4273.66,68.318,61.465,11.908
4274.644,64.459,61.803,11.925
4275.629,69.572,60.787,11.447
4276.613,70.892,61.6,12.622
4277.598,64.023,61.233,13.743
4278.583,64.42,59.962,13.983
4279.569,64.667,59.797,14.25
4280.554,73.35,60.689,13.609
4281.54,65.304,62.005,13.09
4282.526,62.902,61.136,13.254
4283.512,66.075,60.202,13.344
4284.499,69.403,60.269,13.031
4285.485,68.75,60.905,12.649
4286.472,63.472,61.15,12.481
4287.459,62.204,59.398,12.322
4288.447,64.968,59.693,12.444
4289.434,65.271,60.099,12.019
4290.422,60.3,60.396,11.462
4291.41,70.819,60.977,11.157
4292.398,61.015,60.592,11.494
4293.387,66.775,60.071,12.432
4294.375,69.262,59.94,12.723
4295.364,68.171,60.712,12.349
4296.353,64.022,60.902,12.145
4297.343,59.587,60.152,12.217
4298.332,64.997,60.413,11.707
4299.322,68.715,59.769,10.601
4300.312,65.326,59.954,9.819
4301.303,70.411,59.813,9.117
4302.293,62.435,60.284,9.005
4303.284,64.1,61.027,9.593
4304.275,59.154,59.068,10.071
4305.266,64.315,58.193,10.443
4306.258,64.898,59.243,10.478
4307.249,60.702,59.42,10.278
4308.241,62.64,59.165,10.134
4309.233,65.018,59.422,9.936
4310.226,64.999,58.976,9.421
4311.218,66.196,59.15,9.156
4312.211,57.238,58.52,9.918
4313.204,61.642,58.326,11.2
4314.197,63.441,58.626,12.745
4315.191,60.35,59.251,13.618
4316.184,64.67,60.567,14.432
4317.178,64.082,60.251,15.237
4318.173,64.687,60.452,15.563
4319.167,65.877,61.103,15.371
4320.162,63.177,61.092,15.256
4321.157,59.95,60.894,15.459
4322.152,58.918,61.982,15.165
4323.147,60.399,60.792,13.791
4324.143,67.696,61.151,12.54
4325.138,63.548,62.064,11.509
4326.134,70.563,63.237,10.028
4327.131,65.233,64.428,10.446
4328.127,70.077,64.876,12.408
4329.124,76.483,68.078,13.649
4330.121,86.326,71.438,13.91
4331.118,91.832,74.163,13.692
4332.115,97.064,75.823,13.607
4333.113,100.13,76.72,13.818
4334.111,99.084,77.536,14.112
4335.109,102.808,75.806,14.321
4336.107,94.895,72.635,14.773
4337.106,88.723,68.776,14.18
4338.104,85.331,65.437,12.583
4339.103,77.108,63.305,11.604
4340.103,72.415,61.625,10.782
4341.102,70.915,59.713,10.073
4342.102,64.011,58.224,10.567
4343.102,58.678,58.26,11.729
4344.102,57.925,58.208,12.331
4345.102,61.587,57.102,12.618
4346.103,64.004,57.105,13.394
4347.104,60.138,58.428,14.05
4348.105,60.672,57.837,14.57
4349.106,59.269,58.005,15.644
4350.108,56.882,58.714,15.627
4351.109,59.198,58.424,14.001
4352.111,58.91,58.036,12.688
4353.114,62.84,58.803,12.36
4354.116,65.101,58.232,12.44
4355.119,62.371,57.584,13.037
4356.122,60.814,57.101,14.236
4357.125,58.573,56.433,17.618
4358.128,55.956,56.232,25.524
4359.132,59.309,56.832,34.76
4360.136,62.466,57.91,36.23
4361.14,59.119,58.031,28.228
4362.144,59.416,57.798,20.754
4363.149,63.406,58.194,17.505
4364.153,59.389,58.714,15.408
4365.158,59.519,59.146,15.207
4366.164,61.054,60.424,15.708
4367.169,65.027,60.857,14.917
4368.175,60.176,60.296,14.343
4369.181,58.773,59.498,14.524
4370.187,60.419,58.737,14.267
4371.193,57.619,58.811,13.528
4372.2,58.602,58.249,13.706
4373.207,55.721,57.348,13.926
4374.214,59.203,57.34,13.522
4375.221,62.646,58.068,13.172
4376.229,59.937,57.711,12.937
4377.236,61.7,57.313,13.557
4378.244,55.775,57.269,14.473
4379.253,60.141,57.35,14.715
4380.261,59.956,57.069,14.495
4381.27,57.249,56.571,14.245
4382.279,57.828,56.479,13.668
4383.288,55.278,55.627,12.218
4384.297,53.218,55.007,10.358
4385.307,57.543,55.614,10.066
4386.317,54.939,56.673,10.825
4387.327,54.776,56.756,11.973
4388.337,53.866,55.829,13.286
4389.348,54.123,56.188,13.088
4390.359,58.124,55.779,12.78
4391.37,56.675,55.935,12.89
4392.381,54.27,56.348,13.081
4393.392,53.199,56.363,13.106
4394.404,56.085,56.911,12.898
4395.416,57.476,57.482,12.725
4396.428,58.465,56.825,13.037
4397.441,60.12,57.238,13.777
4398.453,51.874,57.277,14.193
4399.466,49.747,56.22,14.135
4400.479,52.963,56.976,13.834
4401.493,55.31,56.489,14.001
4402.506,54.519,55.906,14.015
4403.52,54.938,54.806,13.722
4404.534,50.904,53.609,13.445
4405.549,50.186,53.606,13.076
4406.563,55.441,54.934,12.882
4407.578,53.72,54.184,13.538
4408.593,52.627,53.29,14.489
4409.608,54.743,53.656,14.61
4410.624,52.574,53.95,14.632
4411.639,56.532,53.204,15.911
4412.655,52.476,52.763,15.909
4413.671,49.999,52.368,15.48
4414.688,55.585,52.86,15.337
4415.704,49.051,52.783,14.073
4416.721,51.953,52.239,14.367
4417.738,48.367,51.762,14.622
4418.756,55.064,51.389,14.697
4419.773,56.397,53.387,15.197
4420.791,52.558,53.052,15.888
4421.809,53.025,52.991,16.029
4422.827,53.03,53.494,15.328
4423.846,53.531,53.535,14.254
4424.865,56.992,53.649,13.996
4425.884,48.375,52.697,14.9
4426.903,51.251,52.205,15.268
4427.922,52.121,53.45,14.486
4428.942,56.312,53.929,14.666
4429.962,51.802,52.866,14.646
4430.982,51.639,53.816,14.183
4432.003,50.554,54.463,14.692
4433.023,50.78,53.866,14.517
4434.044,52.756,53.483,13.427
4435.065,50.559,53.486,12.732
4436.086,49.691,53.416,12.91
4437.108,54.639,53.475,13.254
4438.13,55.444,53.455,13.546
4439.152,50.989,52.851,14.713
4440.174,45.548,53.379,15.548
4441.197,52.278,53.952,14.561
4442.219,53.444,53.374,14.425
4443.242,51.913,53.195,13.751
4444.266,53.847,53.668,13.309
4445.289,55.361,52.086,13.769
4446.313,51.165,51.715,14.563
4447.337,53.604,52.841,14.652
4448.361,52.83,53.358,14.05
4449.385,50.002,52.66,13.717
4450.41,54.22,52.704,14.164
4451.435,54.397,52.436,14.468
4452.46,49.578,51.405,13.618
4453.485,51.494,51.395,13.414
4454.511,52.521,52.572,13.461
4455.536,54.436,52.172,13.31
4456.562,59.634,52.339,12.755
4457.589,57.55,53.428,13.001
4458.615,51.741,52.865,12.761
4459.642,52.503,51.571,12.355
4460.669,54.491,51.41,12.412
4461.696,52.023,51.66,12.62
4462.724,52.034,51.403,12.764
4463.751,52.874,51.544,12.933
4464.779,50.106,51.836,13.147
4465.808,50.748,52.319,13.431
4466.836,56.382,53.049,13.669
4467.865,61.425,53.44,13.021
4468.893,51.782,53.026,13.342
4469.923,49.443,53.672,13.944
4470.952,48.817,53.684,13.257
4471.982,49.9,53.759,13.671
4473.011,47.887,54.354,13.879
4474.041,47.243,53.514,14.001
4475.072,50.524,53.212,14.475
4476.102,50.678,54.27,14.508
4477.133,50.793,54.824,13.924
4478.164,52.776,54.207,13.534
4479.195,54.033,53.81,13.669
4480.227,53.344,54.836,13.624
4481.259,48.686,53.712,12.601
4482.29,52.1,54.22,12.16
4483.323,48.208,54.932,12.257
4484.355,48.569,54.769,13.715
4485.388,49.463,54.646,14.774
4486.421,46.153,55.646,14.404
4487.454,53.027,55.638,14.548
4488.487,50.847,56.822,14.524
4489.521,53.134,58.294,13.682
4490.555,53.565,58.584,13.243
4491.589,55.132,58.156,13.437
4492.623,61.585,59.466,13.81
4493.658,69.409,62.331,14.012
4494.693,74.025,64.064,13.557
4495.728,69.86,65.212,13.385
4496.763,78.51,65.909,14.263
4497.799,74.339,65.37,13.97
4498.834,70.726,63.402,14.174
4499.87,62.206,62.005,14.891
4500.907,58.43,59.97,15.184
4501.943,57.258,58.221,14.434
4502.98,54.419,56.817,13.99
4504.017,56.488,55.321,13.927
4505.054,53.31,54.118,14.551
4506.091,49.038,53.971,15.603
4507.129,51.926,54.889,15.774
4508.167,52.715,54.069,15.051
4509.205,50.096,52.417,14.975
4510.244,54.034,51.933,15.238
4511.282,54.625,52.404,14.795
4512.321,58.466,53.943,14.089
4513.36,50.385,52.649,14.679
4514.4,53.682,51.986,14.662
4515.439,51.772,52.895,14.126
4516.479,56.691,53.294,13.604
4517.519,59.355,52.319,13.604
4518.559,58.248,53.645,14.128
4519.6,54.538,53.296,14.325
4520.641,59.1,53.457,13.97
4521.682,61.845,54.046,13.996
4522.723,57.989,53.718,14.378
4523.765,57.2,53.251,14.301
4524.806,56.491,53.579,13.804
4525.848,52.463,52.623,13.59
4526.891,52.568,52.055,12.871
4527.933,55.442,51.437,13.075
4528.976,53.767,50.796,13.485
4530.019,47.858,51.916,12.661
4531.062,53.127,50.677,12.965
4532.105,49.454,52.193,13.643
4533.149,53.979,51.922,14.102
4534.193,51.195,50.664,14.057
4535.237,45.889,51.242,13.447
4536.282,49.664,51.642,12.798
4537.326,48.738,50.004,13.347
4538.371,42.27,50.208,14.669
4539.416,44.19,50.619,14.885
4540.462,47.849,49.941,14.315
4541.507,47.299,49.201,14.103
4542.553,52.155,49.984,13.84
4543.599,46.58,50.22,14.568
4544.645,43.199,51.166,15.15
4545.692,50.265,50.417,14.812
4546.739,47.758,49.608,14.353
4547.786,46.327,50.8,15.076
4548.833,42.1,51.51,14.438
4549.881,49.992,49.277,13.469
4550.928,47.066,50.621,13.193
4551.976,47.797,51.138,13.286
4553.025,49.966,50.216,13.861
4554.073,45.596,49.81,14.463
4555.122,45.023,49.658,13.979
4556.171,47.366,50.529,13.177
4557.22,47.094,48.538,13.205
4558.27,46.538,48.367,13.849
4559.319,43.415,49.467,14.463
4560.369,50.196,49.333,14.739
4561.419,44.542,49.173,14.445
4562.47,43.382,48.581,14.216
4563.52,42.285,48.853,14.842
4564.571,43.295,48.054,13.924
4565.623,45.422,47.657,12.989
4566.674,42.468,48.542,12.96
4567.726,43.359,47.7,13.253
4568.777,41.889,46.343,13.836
4569.83,40.544,46.113,14.258
4570.882,41.565,45.785,14.149
4571.935,39.273,45.642,13.892
4572.987,38.845,45.97,13.454
4574.04,41.287,45.586,13.208
4575.094,40.247,45.74,14.285
4576.147,41.377,46.94,14.096
4577.201,43.32,46.383,13.869
4578.255,43.856,45.951,14.369
4579.31,43.578,47.209,14.215
4580.364,42.595,47.422,13.509
4581.419,43.307,48.537,13.401
4582.474,46.698,48.326,12.885
4583.529,43.886,47.773,12.652
4584.585,43.771,48.277,13.229
4585.64,47.389,49.047,13.262
4586.696,46.814,48.217,12.871
4587.753,46.732,49.358,13.289
4588.809,48.179,48.788,13.873
4589.866,45.463,48.238,14.076
4590.923,45.308,48.941,13.871
4591.98,44.027,49.8,13.693
4593.038,46.459,49.354,13.239
4594.095,46.793,49.891,13.529
