wavelength,flux,model,sky
3859.224,26.306,23.638,5.762
3860.113,27.318,23.859,5.343
3861.002,26.029,23.886,5.369
3861.891,26.276,23.41,5.892
3862.78,24.239,23.444,6.999
3863.67,24.45,24.065,7.962
3864.56,29.817,24.411,8.031
3865.449,30.245,24.439,7.154
3866.34,25.282,24.462,5.934
3867.23,32.894,24.06,5.584
3868.121,26.988,24.441,6.061
3869.011,30.806,23.421,6.515
3869.902,27.1,23.893,6.422
3870.793,26.823,24.948,5.886
3871.685,28.803,24.026,5.442
3872.576,28.178,24.405,5.569
3873.468,27.096,25.092,6.278
3874.36,26.785,24.859,7.079
3875.252,29.482,23.314,7.554
3876.145,29.421,22.987,7.862
3877.037,29.323,25.003,7.903
3877.93,28.579,24.36,7.814
3878.823,26.653,23.281,7.799
3879.717,25.908,24.656,7.942
3880.61,25.715,25.245,8.039
3881.504,26.401,23.972,7.501
3882.398,28.648,23.168,6.566
3883.292,27.488,24.059,5.718
3884.186,25.944,25.036,5.664
3885.08,29.625,23.934,6.155
3885.975,24.901,23.235,6.329
3886.87,23.691,23.801,6.231
3887.765,23.559,24.279,6.247
3888.66,25.105,24.16,6.615
3889.556,26.208,22.404,7.236
3890.451,22.225,22.936,7.778
3891.347,21.105,23.993,7.883
3892.243,27.561,24.684,7.635
3893.14,24.126,25.271,7.115
3894.036,26.253,23.878,7.082
3894.933,26.046,22.825,7.208
3895.83,27.625,22.911,7.332
3896.727,26.319,24.213,7.382
3897.625,26.067,24.599,7.322
3898.522,25.924,23.265,7.264
3899.42,21.259,24.089,7.459
3900.318,24.421,23.14,8.163
3901.216,29.98,23.778,8.98
3902.114,28.876,24.47,8.983
3903.013,29.379,24.18,8.06
3903.912,28.422,23.682,7.831
3904.811,27.136,23.139,9.108
3905.71,26.428,23.537,10.868
3906.609,27.062,23.781,11.846
3907.509,27.395,23.961,12.015
3908.409,23.616,24.112,12.054
3909.309,22.466,23.949,11.701
3910.209,29.574,23.649,10.867
3911.11,27.483,23.704,10.557
3912.01,24.198,22.779,11.108
3912.911,22.667,22.645,12.499
3913.812,27.616,23.586,13.67
3914.714,29.033,24.398,13.774
3915.615,25.868,25.216,12.718
3916.517,27.118,25.118,10.912
3917.419,26.574,25.117,8.992
3918.321,26.351,25.251,8.336
3919.223,27.409,24.927,9.357
3920.126,23.428,24.418,9.361
3921.029,20.771,25.008,8.183
3921.931,21.966,23.39,7.07
3922.835,25.539,24.009,6.778
3923.738,26.938,25.27,7.026
3924.642,24.069,25.87,7.096
3925.545,22.921,25.966,6.704
3926.449,28.237,24.836,6.246
3927.354,30.844,26.279,6.065
3928.258,30.08,28.129,5.884
3929.163,35.177,28.875,5.525
3930.067,37.043,28.808,5.126
3930.972,31.725,29.116,4.693
3931.878,31.68,29.96,4.348
3932.783,35.643,28.461,4.339
3933.689,30.5,27.689,4.721
3934.595,22.485,26.914,5.074
3935.501,22.94,25.357,4.821
3936.407,24.559,23.891,4.266
3937.314,23.545,23.416,4.454
3938.22,19.293,22.548,5.474
3939.127,21.315,22.6,6.73
3940.034,20.478,23.051,7.76
3940.942,18.761,23.065,8.277
3941.849,22.716,22.646,8.345
3942.757,25.694,22.753,8.34
3943.665,23.114,24.058,8.691
3944.573,24.344,23.538,9.044
3945.481,26.333,23.847,8.586
3946.39,23.543,24.938,8.344
3947.299,24.996,24.35,8.79
3948.208,25.006,23.502,8.998
3949.117,21.21,24.371,8.372
3950.026,21.125,23.268,7.65
3950.936,24.263,22.509,7.909
3951.846,21.616,22.73,9.098
3952.756,24.006,22.312,9.643
3953.666,20.959,22.158,8.564
3954.577,21.283,22.821,7.533
3955.487,21.056,23.617,7.335
3956.398,19.848,23.858,7.533
3957.309,21.08,24.047,7.437
3958.221,24.554,24.483,7.243
3959.132,26.706,23.79,7.181
3960.044,26.351,24.03,7.164
3960.956,26.683,26.21,7.001
3961.868,28.605,26.591,6.7
3962.78,29.024,25.461,6.146
3963.693,26.568,25.387,5.558
3964.606,24.17,24.505,5.132
3965.519,24.534,24.371,4.809
3966.432,23.081,24.149,4.498
3967.345,22.829,23.298,4.332
3968.259,23.458,23.105,4.452
3969.173,20.47,24.254,4.752
3970.087,21.683,24.103,4.671
3971.001,23.114,23.841,3.843
3971.915,26.529,24.603,3.421
3972.83,26.311,24.5,4.315
3973.745,29.218,24.029,6.111
3974.66,23.265,24.649,7.46
3975.575,22.051,24.215,7.669
3976.491,24.33,23.043,7.158
3977.407,22.607,22.792,6.835
3978.323,25.477,23.302,6.875
3979.239,25.18,23.976,7.046
3980.155,25.173,24.149,7.445
3981.072,28.406,23.301,7.643
3981.988,28.72,23.939,7.478
3982.905,27.613,23.523,7.222
3983.823,29.692,23.392,7.218
3984.74,28.34,24.054,7.312
3985.658,27.121,24.533,7.139
3986.576,29.222,24.996,6.647
3987.494,24.978,24.958,6.553
3988.412,23.558,24.311,7.791
3989.33,23.596,25.146,9.285
3990.249,28.196,25.804,9.103
3991.168,28.968,24.383,8.445
3992.087,24.039,25.063,8.505
3993.006,20.776,25.116,8.861
3993.926,23.041,24.517,8.721
3994.846,25.479,23.479,7.82
3995.766,24.193,22.514,6.629
3996.686,24.552,22.518,6.305
3997.606,25.804,23.708,7.404
3998.527,22.9,23.164,8.241
3999.447,24.774,22.684,7.939
4000.369,27.13,22.773,7.669
4001.29,24.394,22.856,7.772
4002.211,23.363,22.505,7.818
4003.133,22.391,22.126,7.76
4004.055,21.013,21.725,7.756
4004.977,21.33,21.791,7.692
4005.899,21.127,21.832,7.744
4006.822,21.849,21.554,8.577
4007.744,16.526,21.075,9.692
4008.667,25.704,20.888,10.297
4009.59,23.721,23.243,10.245
4010.514,19.695,23.181,10.483
4011.437,21.103,22.954,10.882
4012.361,22.053,23.398,10.829
4013.285,21.05,23.045,10.361
4014.209,22.037,23.084,9.842
4015.134,23.11,23.274,9.25
4016.058,23.969,22.57,8.596
4016.983,24.274,23.147,8.459
4017.908,23.884,23.723,8.668
4018.833,24.359,22.545,8.726
4019.759,23.006,23.793,8.979
4020.685,22.969,25.023,9.54
4021.61,23.517,24.009,10.375
4022.537,21.235,23.105,11.21
4023.463,20.379,23.431,11.662
4024.389,25.313,23.775,10.976
4025.316,22.547,23.277,10.052
4026.243,22.951,22.38,10.137
4027.17,21.441,22.227,10.128
4028.098,24.88,23.669,9.834
4029.025,19.613,24.687,9.458
4029.953,20.857,23.548,9.208
4030.881,22.684,23.355,8.956
4031.809,19.138,23.322,8.618
4032.738,19.486,22.754,8.335
4033.667,20.924,22.51,8.315
4034.596,21.402,22.816,8.408
4035.525,19.569,23.175,8.446
4036.454,20.741,23.489,8.507
4037.383,23.575,23.071,8.787
4038.313,22.811,22.077,9.124
4039.243,23.411,21.539,9.189
4040.173,22.676,21.645,8.862
4041.104,20.302,21.96,8.632
4042.034,21.849,22.416,9.412
4042.965,21.498,21.902,11.286
4043.896,18.742,22.896,11.496
4044.827,21.995,23.195,10.264
4045.759,20.092,22.05,13.064
4046.691,18.929,21.217,19.561
4047.622,20.676,21.482,23.957
4048.555,22.584,22.134,23.259
4049.487,20.851,22.383,18.658
4050.419,19.326,22.61,13.682
4051.352,20.989,23.081,11.157
4052.285,19.609,23.547,10.807
4053.218,20.534,23.627,10.106
4054.152,24.796,23.124,9.012
4055.085,23.175,23.559,10.211
4056.019,24.05,23.858,10.415
4056.953,26.469,24.135,8.787
4057.887,22.468,24.868,7.655
4058.822,19.488,24.085,8.087
4059.757,22.379,23.331,9.099
4060.692,23.598,24.229,9.628
4061.627,21.226,24.758,10.093
4062.562,19.126,24.384,10.462
4063.498,22.903,24.316,9.829
4064.433,24.98,24.245,9.565
4065.369,25.611,23.097,10.825
4066.305,20.899,23.731,11.536
4067.242,19.325,24.385,11.199
4068.178,22.111,23.597,10.802
4069.115,22.299,22.82,10.701
4070.052,20.732,24.39,10.085
4070.99,23.052,24.53,9.17
4071.927,21.55,24.286,9.13
4072.865,22.267,25.122,9.475
4073.803,24.052,25.752,9.041
4074.741,25.705,24.739,8.292
4075.679,26.489,24.642,8.927
4076.618,27.906,25.593,10.782
4077.557,28.296,26.466,11.964
4078.496,29.297,26.587,11.833
4079.435,31.586,26.68,11.469
4080.374,29.645,26.839,11.087
4081.314,26.472,25.019,10.451
4082.254,27.792,25.036,10.461
4083.194,24.089,25.49,10.57
4084.134,22.911,24.972,10.061
4085.075,22.786,24.147,9.522
4086.015,25.294,23.942,9.364
4086.956,26.781,23.198,9.568
4087.898,26.068,23.35,9.723
4088.839,24.514,24.562,9.566
4089.781,23.244,24.362,9.174
4090.722,24.513,23.017,8.787
4091.664,22.106,22.613,8.2
4092.607,22.284,22.869,8.182
4093.549,25,24.33,8.151
4094.492,24.428,23.243,8.257
4095.435,24.575,22.129,8.527
4096.378,23.356,22.422,8.571
4097.321,23.458,22.861,8.241
4098.265,23.558,23.052,7.957
4099.208,21.068,23.319,8.307
4100.152,22.849,22.094,8.397
4101.097,22.941,22.214,7.495
4102.041,24.791,23.268,7.418
4102.986,21.677,22.805,7.868
4103.931,23.724,22.779,7.427
4104.876,24.899,23.763,7.111
4105.821,23.815,23.29,7.56
4106.766,23.497,23.299,8.026
4107.712,24.841,23.685,7.952
4108.658,26.081,23.188,7.745
4109.604,25.328,23.984,8
4110.551,23.856,23.825,8.196
4111.497,23.181,24.467,7.984
4112.444,22.795,24.089,7.89
4113.391,26.822,23.284,8.076
4114.338,22.931,24.033,8.375
4115.286,22.86,24.272,8.537
4116.233,24.279,23.223,8.829
4117.181,22.682,23.379,8.946
4118.13,22.781,23.847,8.419
4119.078,25.161,23.574,7.666
4120.026,22.054,22.942,7.817
4120.975,20.05,23.007,8.096
4121.924,25.951,23.8,7.917
4122.873,23.54,23.814,8.542
4123.823,23.426,23.257,9.433
4124.772,21.775,23.356,9.788
4125.722,21.534,24.241,9.919
4126.672,23.294,23.87,9.906
4127.623,24.911,23.847,9.5
4128.573,24.833,25.014,8.975
4129.524,21.386,24.714,9.217
4130.475,20.363,23.919,9.655
4131.426,21.849,24.836,8.599
4132.378,22.954,24.506,8.272
4133.329,21.791,24.558,8.668
4134.281,19.695,23.338,8.618
4135.233,18.864,23.113,8.544
4136.185,19.503,24.124,8.911
4137.138,20.451,24.324,9.11
4138.091,19.814,23.652,8.616
4139.044,19.753,23.232,8.421
4139.997,23.198,23.935,9.043
4140.95,19.066,23.455,9.449
4141.904,17.627,22.821,9.894
4142.858,18.069,23.831,8.781
4143.812,20.953,22.883,7.55
4144.766,15.497,21.773,6.95
4145.72,14.747,21.624,7.676
4146.675,16.705,21.381,8.619
4147.63,15.793,20.962,8.292
4148.585,14.241,21.1,7.715
4149.54,12.368,21.221,8.25
4150.496,15.719,21.071,8.899
4151.452,13.731,21.567,8.414
4152.408,17.244,21.799,8.193
4153.364,17.784,21.929,8.723
4154.321,18.89,22.614,8.656
4155.277,20.648,22.739,8.5
4156.234,19.207,23.188,9.21
4157.191,18.064,23.495,9.736
4158.149,19.259,23.544,9.287
4159.106,19.382,23.777,8.997
4160.064,19.482,24.222,9.377
4161.022,19.985,23.961,9.181
4161.98,20.503,24.57,9.128
4162.939,21.731,23.686,9.588
4163.897,21.14,23.181,9.935
4164.856,20.253,23.735,10.608
4165.815,20.864,23.912,11.354
4166.775,23.352,23.546,11.395
4167.734,24.123,24.137,10.941
4168.694,21.858,24.368,11.097
4169.654,21.14,24.362,11.921
4170.614,22.945,24.424,11.341
4171.574,23.891,24.475,9.876
4172.535,22.235,24.443,9.997
4173.496,21.833,23.895,9.97
4174.457,21.115,23.919,9.747
4175.418,20.416,24.456,9.928
4176.38,22.152,24.582,9.864
4177.342,24.088,24.094,9.469
4178.304,23.762,24.281,9.476
4179.266,21.255,23.198,9.866
4180.228,19.254,22.691,9.836
4181.191,21.741,22.369,9.802
4182.154,21.345,21.67,9.577
4183.117,20.276,21.549,8.664
4184.08,20.497,23.367,8.237
4185.044,18.603,23.065,8.377
4186.007,18.489,21.944,8.607
4186.971,18.712,21.68,8.409
4187.936,20.693,21.68,7.791
4188.9,22.259,21.02,7.437
4189.865,20.123,21.368,7.85
4190.83,21.459,21.937,8.667
4191.795,23.972,21.965,8.715
4192.76,22.153,22.123,8.558
4193.725,22.174,22.147,8.66
4194.691,22.124,21.861,8.674
4195.657,23.177,23.201,8.307
4196.623,26.428,24.604,7.666
4197.59,27.643,24.242,7.246
4198.556,26.799,22.982,7.293
4199.523,24.864,22.837,7.614
4200.49,22.432,24.064,7.772
4201.458,23.602,23.87,7.919
4202.425,23.819,24.553,7.943
4203.393,22.703,23.991,7.668
4204.361,21.27,23.734,7.225
4205.329,25.036,24,6.994
4206.298,23.657,23.986,7.157
4207.266,26.388,25.031,7.821
4208.235,24.395,24.012,8.643
4209.204,21.187,24.322,9.167
4210.174,24.35,24.366,8.981
4211.143,24.958,23.888,8.126
4212.113,22.378,24.202,7.565
4213.083,23.198,24.07,8.048
4214.053,23.706,24.653,8.388
4215.023,22.294,23.949,8
4215.994,22.205,23.436,7.496
4216.965,22.379,23.561,7.2
4217.936,23.23,23.607,7.374
4218.907,21.859,24.367,7.768
4219.879,23.469,24.489,7.742
4220.851,26.082,25.456,7.474
4221.823,23.124,25.36,7.779
4222.795,24.784,24.233,8.415
4223.767,24.777,23.924,7.493
4224.74,19.094,23.944,6.684
4225.713,22.565,23.561,7.096
4226.686,22.111,22.888,6.998
4227.659,23.637,23.379,6.355
4228.633,26.701,24.245,6.286
4229.607,26.693,24.133,7.053
4230.581,26.445,24.575,7.881
4231.555,25.28,23.36,7.915
4232.53,22.469,23.121,7.234
4233.504,24.808,23.66,6.947
4234.479,23.581,24.012,7.388
4235.454,23.347,23.931,8.072
4236.43,24.664,23.794,7.901
4237.405,24.798,24.209,7.528
4238.381,24.34,24.548,7.238
4239.357,26.343,24.37,7.13
4240.333,25.663,23.633,7.151
4241.31,25.625,23.153,7.153
4242.287,26.635,24.196,7.131
4243.263,24.456,24.064,7.068
4244.241,23.838,24.189,7.088
4245.218,23.34,24.124,7.74
4246.196,24.88,24.226,8.603
4247.173,26.701,25.081,9.327
4248.152,25.776,24.937,9.681
4249.13,25.34,24.023,9.1
4250.108,24.617,23.097,7.936
4251.087,23.639,23.455,7.452
4252.066,24.976,24.258,8.023
4253.045,24.516,23.644,8.78
4254.025,21.347,22.454,8.773
4255.004,21.961,23.665,7.887
4255.984,22.338,24.568,7.441
4256.964,24.714,24.036,8.345
4257.945,26.657,23.595,9.663
4258.925,24.75,24.679,9.143
4259.906,24.008,25.428,7.455
4260.887,23.109,24.997,6.778
4261.868,24.483,23.972,7.308
4262.849,25.801,24.371,7.956
4263.831,24.376,25.422,8.194
4264.813,22.98,24.713,8.252
4265.795,23.011,22.908,8.502
4266.778,19.882,22.957,8.927
4267.76,17.727,23.545,9.134
4268.743,22.294,23.256,8.712
4269.726,25.856,23.052,8.136
4270.709,25.305,23.93,7.828
4271.693,22.752,23.781,7.447
4272.676,24.609,24.325,6.832
4273.66,25.456,23.881,6.859
4274.644,23.925,23.447,7.288
4275.629,22.672,23.514,7.641
4276.613,22.343,23.108,7.842
4277.598,22.851,22.21,8.176
4278.583,21.59,24.617,8.671
4279.569,23.061,24.12,8.69
4280.554,24.847,23.256,7.64
4281.54,22.967,23.751,7.658
4282.526,24.349,23.967,8.437
4283.512,24.122,23.836,8.112
4284.499,23.446,24.552,7.321
4285.485,23.989,24.109,7.199
4286.472,23.57,24.206,7.608
4287.459,22.477,24.809,7.747
4288.447,22.908,24.677,7.465
4289.434,23.645,25.375,7.006
4290.422,25.247,25.274,6.629
4291.41,23.889,24.643,6.41
4292.398,28.736,24.633,6.521
4293.387,25.937,25.12,7.405
4294.375,25.442,25.167,7.95
4295.364,24.818,24.967,7.855
4296.353,25.804,25.193,7.663
4297.343,23.98,25.138,7.638
4298.332,22.959,24.498,7.535
4299.322,26.938,24.281,7.23
4300.312,25.578,24.934,6.733
4301.303,23.284,24.491,6.018
4302.293,24.712,24.818,5.436
4303.284,25.451,24.33,5.674
4304.275,27.513,24.193,6.281
4305.266,27.666,24.874,6.71
4306.258,23.846,25.201,6.758
4307.249,24.037,24.684,6.58
4308.241,24.226,25.597,6.696
4309.233,23.89,25.566,7.15
4310.226,26.002,26.013,7.522
4311.218,28.659,26.198,7.502
4312.211,30.814,24.959,7.116
4313.204,31.543,25.848,7.262
4314.197,29.68,25.505,8.191
4315.191,31.95,25.102,9.042
4316.184,29.729,25.389,9.064
4317.178,27.239,25.381,9.017
4318.173,27.755,24.659,9.348
4319.167,29.862,25.545,9.337
4320.162,29.817,25.899,8.912
4321.157,28.232,25.096,8.904
4322.152,29.887,24.612,9.411
4323.147,31.117,24.966,9.477
4324.143,26.352,25.075,8.361
4325.138,28.325,24.078,7.01
4326.134,23.883,24.173,6.526
4327.131,27.915,24.667,7.105
4328.127,27.505,24.449,7.897
4329.124,26.807,23.677,7.711
4330.121,26.21,23.652,7.524
4331.118,27.55,25.083,8.054
4332.115,30.38,25.521,8.464
4333.113,29.739,25.246,8.236
4334.111,27.833,24.859,8.036
4335.109,28.46,24.931,8.197
4336.107,26.705,25.213,8.421
4337.106,28.424,24.442,8.19
4338.104,29.78,25.05,7.977
4339.103,27.332,25.671,7.906
4340.103,28.967,25.686,7.597
4341.102,28.21,25.702,7.688
4342.102,28.503,25.968,7.911
4343.102,30.004,25.386,7.712
4344.102,30.925,26.173,7.352
4345.102,28.199,26.473,7.486
4346.103,25.688,25.738,8.057
4347.104,27.662,25.209,8.537
4348.105,26.781,25.859,8.736
4349.106,24.918,26.234,9.334
4350.108,24.329,25.976,10.22
4351.109,28.34,25.678,9.065
4352.111,26.081,25.447,7.397
4353.114,23.116,25.198,7.336
4354.116,26.153,25.012,7.744
4355.119,25.776,25.034,8.62
4356.122,23.966,24.563,9.111
4357.125,24.594,24.979,12.088
4358.128,24.482,24.657,22.027
4359.132,23.787,24.146,35.717
4360.136,26.049,25.094,40.323
4361.14,25.866,25.485,30.111
4362.144,22.758,25.116,17.668
4363.149,27.075,25.305,11.922
4364.153,28.46,25.557,10.371
4365.158,28.07,25.054,9.546
4366.164,26.509,24.172,9.566
4367.169,27.472,24.576,9.324
4368.175,26.286,25.293,8.692
4369.181,23.955,24.19,8.695
4370.187,22.736,24.33,8.787
4371.193,23.092,24.773,8.364
4372.2,24.002,23.146,8.301
4373.207,21.191,23.675,8.762
4374.214,25.115,23.509,8.823
4375.221,24.726,24.556,9.06
4376.229,22.999,24.468,9.586
4377.236,22.519,23.742,9.531
4378.244,23.197,24.405,9.267
4379.253,23.819,23.887,8.476
4380.261,24.023,24.117,8.167
4381.27,23.995,23.597,8.614
4382.279,22.912,24.044,8.538
4383.288,22.259,24.772,7.528
4384.297,23.331,24.036,6.632
4385.307,22.392,24.193,6.93
4386.317,21.739,23.856,7.467
4387.327,24.224,24.566,7.371
4388.337,26.812,25.18,7.26
4389.348,27.459,25.021,7.636
4390.359,26.301,24.675,7.988
4391.37,25.03,24.373,8.039
4392.381,25.622,24.215,7.815
4393.392,25.252,24.703,7.694
4394.404,25.544,24.422,7.978
4395.416,24.491,24.157,8.239
4396.428,21.568,25.135,8.044
4397.441,23.689,24.786,7.834
4398.453,25.065,24.423,8.06
4399.466,23.607,24.729,8.7
4400.479,21.549,24.894,8.927
4401.493,21.788,24.782,9.097
4402.506,21.332,24.576,9.627
4403.52,22.733,23.7,9.265
4404.534,22.271,24.626,8.89
4405.549,22.66,24.661,8.952
4406.563,22.099,23.897,9.18
4407.578,21.748,23.838,9.447
4408.593,22.467,24.608,9.578
4409.608,23.2,24.207,9.126
4410.624,25.887,25.333,8.676
4411.639,24.47,25.923,9.018
4412.655,23.877,25.152,9.835
4413.671,23.84,24.608,10.301
4414.688,19.968,25.314,10.029
4415.704,22.598,24.739,9.731
4416.721,22.772,24.535,9.511
4417.738,22.324,24.326,9.341
4418.756,23.586,25.26,9.2
4419.773,25.861,25.915,9.441
4420.791,25.71,24.707,10.251
4421.809,23.426,24.94,10.069
4422.827,23.456,24.976,9.503
4423.846,24.266,24.376,8.914
4424.865,23.807,24.22,8.52
4425.884,24.538,24.396,9.434
4426.903,21.791,24.172,10.119
4427.922,22.998,24.258,9.071
4428.942,22.491,23.749,8.199
4429.962,22.498,23.571,8.239
4430.982,24.841,24.021,8.295
4432.003,21.251,24.371,8.484
4433.023,20.787,24.133,8.837
4434.044,21.84,24.333,8.874
4435.065,21.712,24.441,8.074
4436.086,25.202,24.664,7.265
4437.108,23.698,24.685,7.86
4438.13,23.333,24.529,9.138
4439.152,22.776,24.626,9.641
4440.174,23.625,24.899,9.153
4441.197,25.695,24.163,8.678
4442.219,24.176,24.567,8.564
4443.242,21.898,25.03,8.118
4444.266,25.253,24.614,7.531
4445.289,23.972,24.035,7.99
4446.313,22.809,24.379,8.82
4447.337,23.677,24.93,8.757
4448.361,23.004,24.772,8.124
4449.385,22.524,24.678,8.084
4450.41,22.998,24.756,8.353
4451.435,25.807,24.675,8.516
4452.46,25.815,25.21,8.379
4453.485,24.049,25.425,7.772
4454.511,24.075,25.194,7.629
4455.536,21.09,24.467,7.599
4456.562,21.624,23.541,7.284
4457.589,19.48,23.304,7.165
4458.615,20.331,24.419,7.262
4459.642,20.756,24.299,7.339
4460.669,21.299,24.506,7.275
4461.696,22.841,25.054,7.186
4462.724,24.242,25.566,7.185
4463.751,26.084,26.005,7.144
4464.779,22.554,26.116,7.296
4465.808,21.284,25.133,7.853
4466.836,21.408,24.954,8.141
4467.865,19.769,24.7,7.753
4468.893,23.314,24.571,7.781
4469.923,21.728,25.477,7.841
4470.952,21.673,25.919,7.505
4471.982,24.598,26.237,7.466
4473.011,23.785,26.387,7.694
4474.041,23.81,26.26,8.01
4475.072,24.742,26.04,8.46
4476.102,23.965,25.985,8.656
4477.133,25.277,25.898,8.211
4478.164,26.661,25.452,7.642
4479.195,24.127,25.805,7.786
4480.227,24.75,25.745,8.071
4481.259,20.645,25.429,7.324
4482.29,22.397,25.71,7.287
4483.323,22.507,25.171,8.06
4484.355,21.178,25.403,8.039
4485.388,21.783,25.417,8.445
4486.421,23.434,24.721,8.812
4487.454,23.39,24.533,8.436
4488.487,22.872,25.69,7.967
4489.521,23.89,25.91,7.841
4490.555,24.264,24.99,7.852
4491.589,23.211,25.216,7.939
4492.623,23.246,25.871,8.093
4493.658,22.123,25.686,8.304
4494.693,24.833,25.053,8.004
4495.728,23.691,25.734,7.907
4496.763,24.492,25.133,8.42
4497.799,25.187,25.497,8.786
4498.834,23.927,25.232,8.756
4499.87,25.169,24.337,8.75
4500.907,23.828,24.483,8.523
4501.943,23.379,24.665,8.158
4502.98,23.824,24.239,8.168
4504.017,22.245,24.688,8.201
4505.054,20.003,24.919,8.195
4506.091,18.955,24.305,8.751
4507.129,20.422,23.858,9.371
4508.167,23.934,24.563,9.047
4509.205,21.647,24.571,8.749
4510.244,22.404,25.059,8.56
4511.282,22.302,25.729,8.262
4512.321,25.052,25.613,8.634
4513.36,24.572,24.902,8.42
4514.4,22.561,25.381,8.112
4515.439,24.046,24.983,8.32
4516.479,24.15,25.342,8.343
4517.519,22.984,25.731,8.023
4518.559,24.936,25.544,7.98
4519.6,25.202,25.125,8.17
4520.641,21.877,24.644,8.371
4521.682,23.029,24.668,8.779
4522.723,22.827,25.244,9.269
4523.765,20.861,24.472,8.846
4524.806,20.087,23.487,7.754
4525.848,21.662,24.663,7.715
4526.891,23.66,25.893,7.623
4527.933,24.474,25.541,7.744
4528.976,24.022,25.302,7.934
4530.019,24.912,25.479,8.133
4531.062,22.269,25.645,8.341
4532.105,20.045,25.189,8.529
4533.149,20.756,23.911,8.884
4534.193,19.583,24.748,8.953
4535.237,17.913,24.618,8.427
4536.282,19.211,24.111,8.033
4537.326,20.116,24.059,8.459
4538.371,23.135,24.155,8.458
4539.416,20.411,24.413,8.837
4540.462,21.742,24.671,9.084
4541.507,20.745,24.459,8.715
4542.553,20.15,24.391,8.905
4543.599,20.174,24.443,9.217
4544.645,20.295,24.266,9.094
4545.692,21.267,24.686,8.818
4546.739,22.295,25.647,8.886
4547.786,21.572,25.076,9.184
4548.833,22.862,25.181,9.119
4549.881,24.668,26.543,8.579
4550.928,23.966,27.08,8.248
4551.976,26.646,26.253,8.71
4553.025,28.333,27.669,8.88
4554.073,29.601,27.086,8.347
4555.122,29.627,26.964,8.978
4556.171,27.544,27.839,8.274
4557.22,27.9,27.423,8.53
4558.27,28,26.783,8.979
4559.319,27.032,27.155,8.491
4560.369,25.549,26.162,8.396
4561.419,22.52,25.395,8.583
4562.47,22.259,25.905,8.768
4563.52,24.246,26.414,8.761
4564.571,26.497,25.726,8.456
4565.623,28.814,26.8,8.015
4566.674,29.372,28.137,7.887
4567.726,28.972,29.114,8.032
4568.777,29.747,29.555,8.107
4569.83,28.885,29.344,8.405
4570.882,31.258,28.983,8.457
4571.935,32.266,29.472,8.31
4572.987,30.992,28.887,8.013
4574.04,29.604,28.784,7.963
4575.094,29.663,29.169,8.063
4576.147,32.504,28.893,7.938
4577.201,31.841,29.301,8.115
4578.255,30.74,28.266,8.598
4579.31,30.213,28.084,8.754
4580.364,31.048,28.805,8.344
4581.419,32.205,28.69,8.038
4582.474,32.71,27.218,8.168
4583.529,33.613,27.273,8.474
4584.585,32.154,28.426,8.856
4585.64,34.666,28.531,8.672
4586.696,31.197,28.91,8.411
4587.753,32.773,29.23,8.077
4588.809,30.267,28.414,8.053
4589.866,28.113,28.856,8.411
4590.923,29.537,29.246,7.945
